fileHash;textureName;format;width;height;mipmapCount;rasterPosition;rasterSize;paletteFormat;palettePosition;paletteSize
00000F7C;UI_MinusSymbol;indexed4;32;32;1;82ec;200;rgba;853c;40
00000F7C;UI_PlusSymbol;indexed4;32;32;1;86b8;200;rgba;8908;40
00000F7C;UI_NewWaypoint;indexed4;32;32;1;8a84;200;rgba;8cd4;40
00000F7C;UI_LightFlare;indexed4;32;32;1;8e50;200;rgba;90a0;40
00000F7C;UI_CameraNoise;indexed4;256;128;1;921c;4000;rgba;d26c;40
00000F7C;UI_PillIcon;indexed4;32;32;1;d3e4;200;rgba;d634;40
00000F7C;UI_BoxCorner;indexed4;16;16;1;d7b0;100;rgba;d900;40
00000F7C;UI_MemoryCard;indexed4;32;16;1;da7c;100;rgba;dbcc;40
00000F7C;UI_MemoryCardBox;indexed4;128;32;1;dd4c;800;rgba;e59c;40
00000F7C;UI_CameraViewFinderCorner;indexed4;32;32;1;e724;200;rgba;e974;40
00000F7C;UI_ButtonMashArrow;indexed4;32;32;1;eaf4;200;rgba;ed44;40
00000F7C;UI_GestureCounterRing1;indexed4;16;8;1;eec8;80;rgba;ef98;40
00000F7C;UI_GestureCounterRing2;indexed4;8;16;1;f11c;100;rgba;f26c;40
00000F7C;UI_GestureSquare;indexed8;32;32;1;f3ec;400;rgba;f83c;400
00000F7C;UI_GestureCross;indexed8;32;32;1;fd58;400;rgba;101a8;400
00000F7C;UI_GestureCircle;indexed8;32;32;1;106c8;400;rgba;10b18;400
00000F7C;UI_GestureTriangle;indexed8;32;32;1;11038;400;rgba;11488;400
00000F7C;UI_GestureCrossOutline;indexed4;128;128;1;119ac;2000;rgba;139fc;40
00000F7C;UI_GestureRedCross;indexed4;32;32;1;13b7c;200;rgba;13dcc;40
00000F7C;UI_IncomingCallAnimPhone;indexed8;32;64;1;13f54;800;rgba;147a4;400
00000F7C;UI_IncomingCallAnimDot;indexed4;8;8;1;14cc8;80;rgba;14d98;40
00000F7C;UI_IncomingCallAnimArrow;indexed8;32;32;1;14f20;400;rgba;15370;400
00000F7C;UI_IconVoiceMail;indexed4;64;32;1;15890;400;rgba;15ce0;40
00000F7C;UI_IconVoiceandMail;indexed4;32;32;1;15e60;200;rgba;160b0;40
00000F7C;UI_IconSettings;indexed4;32;32;1;1622c;200;rgba;1647c;40
00000F7C;UI_IconSave;indexed4;32;32;1;165f4;200;rgba;16844;40
00000F7C;UI_IconPhoneBook;indexed4;32;32;1;169c4;200;rgba;16c14;40
00000F7C;UI_IconMessages;indexed4;32;32;1;16d90;200;rgba;16fe0;40
00000F7C;UI_IconMap;indexed4;32;32;1;17158;200;rgba;173a8;40
00000F7C;UI_IconGame;indexed4;32;32;1;17520;200;rgba;17770;40
00000F7C;UI_IconGallery;indexed4;32;32;1;178ec;200;rgba;17b3c;40
00000F7C;UI_IconDial;indexed4;32;32;1;17cb4;200;rgba;17f04;40
00000F7C;UI_IconCamera;indexed4;32;32;1;18080;200;rgba;182d0;40
00000F7C;UI_HUD_VoiceMailIcon;indexed8;16;16;1;18454;100;rgba;185a4;400
00000F7C;UI_HUD_TextMessageIcon;indexed8;32;16;1;18ac8;200;rgba;18d18;400
00000F7C;UI_GrabbedHandPointer;indexed4;32;32;1;1923c;200;rgba;1948c;40
00000F7C;UI_GalleryBackground;indexed8;8;512;1;19610;2000;rgba;1b660;400
00000F7C;UI_DefaultHandPointer;indexed4;32;32;1;1bb84;200;rgba;1bdd4;40
00000F7C;UI_CameraSaveIcon;indexed4;32;32;1;1bf54;200;rgba;1c1a4;40
00000F7C;UI_BatteryLevelEmpty;indexed4;32;16;1;1c328;100;rgba;1c478;40
00000F7C;UI_BatteryLevel100Percent;indexed4;32;16;1;1c600;100;rgba;1c750;40
00000F7C;UI_BatteryLevel75Percent;indexed4;32;16;1;1c8d8;100;rgba;1ca28;40
00000F7C;UI_BatteryLevel50Percent;indexed4;32;16;1;1cbb0;100;rgba;1cd00;40
00000F7C;UI_BatteryLevel25Percent;indexed4;32;16;1;1ce88;100;rgba;1cfd8;40
00000F7C;UI_Attachment;indexed8;16;32;1;1d154;200;rgba;1d3a4;400
00000F7C;UI_ArrowBlack;indexed4;16;32;1;1d8c0;200;rgba;1db10;40
00000F7C;UI_8x8White;indexed4;8;8;1;1dc88;80;rgba;1dd58;40
00000F7C;UI_8x8;indexed4;8;8;1;1decc;80;rgba;1df9c;40
00000F7C;UI_Wallpaper;indexed8;128;128;1;1e118;4000;rgba;22168;400
00000F7C;UI_VoiceMailIcon;indexed8;32;32;1;22688;400;rgba;22ad8;400
00000F7C;UI_UnreadMessage;indexed8;32;16;1;22ff8;200;rgba;23248;400
00000F7C;UI_TwistPointer;indexed8;64;64;1;23764;1000;rgba;247b4;400
00000F7C;UI_TextMessageNotification;indexed8;64;64;1;24cdc;1000;rgba;25d2c;400
00000F7C;UI_SwipeArrow;indexed8;16;32;1;26248;200;rgba;26498;400
00000F7C;UI_SignalStrengthNoSignal;indexed4;32;16;1;269c0;100;rgba;26b10;40
00000F7C;UI_SignalStrength100Percent;indexed4;32;16;1;26c98;100;rgba;26de8;40
00000F7C;UI_SignalStrength75Percent;indexed4;32;16;1;26f70;100;rgba;270c0;40
00000F7C;UI_SignalStrength50Percent;indexed4;32;16;1;27248;100;rgba;27398;40
00000F7C;UI_SignalStrength25Percent;indexed4;32;16;1;27520;100;rgba;27670;40
00000F7C;UI_ScrollingArrows;indexed4;32;32;1;277f0;200;rgba;27a40;40
00000F7C;UI_ReadytoGrabPointer;indexed4;32;32;1;27bc4;200;rgba;27e14;40
00000F7C;UI_ReadMessage;indexed4;32;32;1;27f90;200;rgba;281e0;40
00000F7C;UI_Questionnaire_Tick;indexed4;32;32;1;28364;200;rgba;285b4;40
00000F7C;UI_Questionnaire_Box;indexed4;32;32;1;28738;200;rgba;28988;40
00000F7C;UI_PuzzlePrompt;indexed4;32;32;1;28b04;200;rgba;28d54;40
00000F7C;UI_PushPullArrow;indexed8;32;16;1;28ed4;200;rgba;29124;400
00000F7C;UI_PushButtonPointer;indexed4;32;32;1;29648;200;rgba;29898;40
00000F7C;UI_PlayVoiceMailIcon;indexed8;32;32;1;29a1c;400;rgba;29e6c;400
00000F7C;UI_PauseIcon;indexed4;128;32;1;2a388;800;rgba;2abd8;40
00000F7C;UI_NoAccess;indexed4;64;64;1;2ad50;800;rgba;2b5a0;40
00000F7C;UI_MoreInfoArrows;indexed4;32;32;1;2b720;200;rgba;2b970;40
00000F7C;UI_MobileRingAlertIcon;indexed4;32;64;1;2baf4;400;rgba;2bf44;40
00000F7C;UI_MobileOutGoingCallIcon;indexed4;32;32;1;2c0cc;200;rgba;2c31c;40
00000F7C;UI_MobileMapObjectiveMarker;indexed8;8;16;1;2c4a4;100;rgba;2c5f4;400
00000F7C;UI_MobileMapObjectiveIcon;indexed4;32;32;1;2cb1c;200;rgba;2cd6c;40
00000F7C;UI_MessagePromptBoxCorner;rgba;8;8;1;2cef4;100;none;0;0
00000F7C;UI_MenuCursor;indexed8;32;32;1;2d110;400;rgba;2d560;400
00000F7C;UI_MementoBoxIcon;indexed8;64;32;1;2da80;800;rgba;2e2d0;400
00000F7C;UI_MapScrollingArrow;indexed8;32;128;1;2e7f4;1000;rgba;2f844;400
00000F7C;UI_MapLocationArrow;indexed4;32;32;1;2fd64;200;rgba;2ffb4;40
00000F7C;UI_MapEraseIcon;indexed8;32;32;1;30130;400;rgba;30580;400
00000F7C;UI_MapDrawIcon;indexed4;64;64;1;30a9c;800;rgba;312ec;40
00000F7C;UI_MainMenuButton;indexed8;64;64;1;3146c;1000;rgba;324bc;400
00000F7C;UI_KeyPickup;indexed4;64;32;1;329d8;400;rgba;32e28;40
00000F7C;UI_KeypadStarIcon;indexed8;16;16;1;32fa8;100;rgba;330f8;400
00000F7C;UI_KeypadPhoneBookIcon;indexed8;16;16;1;3361c;100;rgba;3376c;400
00000F7C;UI_KeypadHilight;indexed8;64;16;1;33c8c;400;rgba;340dc;400
00000F7C;UI_KeypadHashIcon;indexed8;16;16;1;345fc;100;rgba;3474c;400
00000F7C;UI_KeypadDeleteIcon;indexed8;16;16;1;34c6c;100;rgba;34dbc;400
00000F7C;UI_KeypadCallIcon;indexed8;16;32;1;352dc;200;rgba;3552c;400
00000F7C;UI_KeypadButton;indexed4;64;32;1;35a48;400;rgba;35e98;40
00019F3D;CH_DrK_Eye;indexed8;64;64;1;1d8;1000;rgba;1228;400
00019F3D;CH_DrK_Body;indexed8;256;256;1;1740;10000;rgba;11790;400
00019F3D;CH_DrK_Coat;indexed8;256;256;1;11ca8;10000;rgba;21cf8;400
00019F3D;CH_Dr_K_Button;indexed8;32;32;1;22214;400;rgba;22664;400
00019F3D;CH_DrK_Head;indexed8;256;256;1;22b7c;10000;rgba;32bcc;400
00019F3D;CH_Dr_K_Hair;indexed8;64;128;1;330e8;2000;rgba;35138;400
00366636;UI_French;indexed8;64;32;1;1d4;800;rgba;a24;400
00366636;UI_EnglishHilight;indexed8;64;32;1;f44;800;rgba;1794;400
00366636;UI_English;indexed8;64;32;1;1cac;800;rgba;24fc;400
00366636;UI_SpanishHilight;indexed8;64;32;1;2a1c;800;rgba;326c;400
00366636;UI_Spanish;indexed8;64;32;1;3784;800;rgba;3fd4;400
00366636;UI_ItalianHilight;indexed8;64;32;1;44f4;800;rgba;4d44;400
00366636;UI_Italian;indexed8;64;32;1;525c;800;rgba;5aac;400
00366636;UI_GermanHilight;indexed8;64;32;1;5fcc;800;rgba;681c;400
00366636;UI_German;indexed8;64;32;1;6d34;800;rgba;7584;400
00366636;UI_FrenchHilight;indexed8;64;32;1;7aa4;800;rgba;82f4;400
00366636;UI_8x8;indexed4;8;8;1;8808;80;rgba;88d8;40
00366636;UI_BoxCorner;indexed4;16;16;1;8a54;100;rgba;8ba4;40
00366636;UI_Background;indexed4;256;256;1;8d20;8000;rgba;10d70;40
00366636;UI_SilentHill;indexed8;512;128;1;10eec;10000;rgba;20f3c;400
00511E76;EN_RT_AB_mexiflag_b_PS2;indexed4;128;128;1;17c;2000;rgba;21cc;40
00511E76;EN_RT_AB_extrajukebox_b05_PS2;indexed4;128;128;1;2358;2000;rgba;43a8;40
00511E76;EN_RT_AB_extrajukebox_b04_PS2;indexed4;256;64;1;4534;2000;rgba;6584;40
00511E76;EN_RT_AB_extrajukebox_b03_PS2;indexed4;64;256;1;6710;2000;rgba;8760;40
00511E76;EN_RT_AB_extrajukebox_b02_PS2;indexed4;128;128;1;88ec;2000;rgba;a93c;40
00511E76;EN_RT_AB_extrajukebox_b01_PS2;indexed4;128;128;1;aac8;2000;rgba;cb18;40
00511E76;EN_RT_AB_ext_bunting_b_PS2;indexed4;128;128;1;cca0;2000;rgba;ecf0;40
00511E76;EN_RT_AB_wed_bunting_b_PS2;indexed4;128;128;1;eef8;2000;rgba;10f48;40
00511E76;EN_RT_AB_introvjukebox_b_PS2;indexed4;256;256;1;110d4;8000;rgba;19124;40
00511E76;EN_RT_AB_bridejukebox_b03_PS2;indexed4;128;256;1;192b0;4000;rgba;1d300;40
00511E76;EN_RT_AB_bridejukebox_b02_PS2;indexed4;128;128;1;1d48c;2000;rgba;1f4dc;40
00511E76;EN_RT_AB_bridejukebox_b01_PS2;indexed4;128;256;1;1f668;4000;rgba;236b8;40
00511E76;CH_PR_EN_sEnvMap;indexed8;128;128;1;24a28;4000;rgba;28a78;400
00511E76;FX_IGC_22_4;indexed8;128;128;1;28f90;4000;rgba;2cfe0;400
00511E76;FX_IGC_42_Cake;indexed8;128;128;1;2d57c;4000;rgba;315cc;400
00511E76;EN_RT_AB_motor_1;indexed4;128;128;1;31aec;2000;rgba;33b3c;40
00511E76;EN_RT_AB_motor_2;indexed4;128;128;1;33cbc;2000;rgba;35d0c;40
00511E76;EN_RT_AB_motorpic;indexed4;256;256;1;35e8c;8000;rgba;3dedc;40
00511E76;EN_RT_AB_neon2_b02_PS2;indexed4;128;128;1;3e060;2000;rgba;400b0;40
00511E76;EN_RT_AB_neon2_b03_PS2;indexed4;128;128;1;40234;2000;rgba;42284;40
00511E76;EN_RT_AB_neon2_b01_PS2;indexed4;128;128;1;42408;2000;rgba;44458;40
00511E76;EN_RT_AB_wall_dirt_b02_PS2;indexed4;256;256;1;445e0;8000;rgba;4c630;40
00511E76;EN_RT_AB_wall_dirt_b01_PS2;indexed4;256;256;1;4c838;8000;rgba;54888;40
00511E76;EN_RT_AB_wall_b02_PS2;indexed4;256;256;1;54a0c;8000;rgba;5ca5c;40
00511E76;EN_RT_AB_wall_b01_PS2;indexed4;256;256;1;5cbe0;8000;rgba;64c30;40
00511E76;EN_RT_AB_wall_2_b_PS2;indexed4;256;128;1;64db4;4000;rgba;68e04;40
00511E76;EN_RT_AB_shaker_b_PS2;indexed4;128;128;1;69008;2000;rgba;6b058;40
00511E76;EN_RT_AB_motorparts_b_PS2;indexed4;128;128;1;6b1e0;2000;rgba;6d230;40
00511E76;EN_RT_AB_molding_b02_PS2;indexed4;256;64;1;6d3b8;2000;rgba;6f408;40
00511E76;EN_RT_AB_molding_b01_PS2;indexed4;256;32;1;6f590;1000;rgba;705e0;40
00511E76;EN_RT_AB_lamp_b_PS2;indexed4;128;128;1;70760;2000;rgba;727b0;40
00511E76;EN_RT_AB_glass2_b_PS2;indexed4;64;64;1;72934;800;rgba;73184;40
00511E76;EN_RT_AB_glass1_b_PS2;indexed4;64;64;1;73308;800;rgba;73b58;40
00511E76;EN_RT_AB_gear_b_PS2;indexed4;128;128;1;73cd8;2000;rgba;75d28;40
00511E76;EN_RT_AB_fridge_b_PS2;indexed4;128;128;1;75eac;2000;rgba;77efc;40
00511E76;EN_RT_AB_floor_dirt_b_PS2;indexed4;256;32;1;78084;1000;rgba;790d4;40
00511E76;EN_RT_AB_floor_b_PS2;indexed4;128;256;1;79258;4000;rgba;7d2a8;40
00511E76;EN_RT_AB_drinks_b_PS2;indexed4;128;128;1;7d42c;2000;rgba;7f47c;40
00511E76;EN_RT_AB_cracked_posters_b_PS2;indexed4;128;256;1;7f608;4000;rgba;83658;40
00511E76;EN_RT_AB_ceiling_dirt_b_PS2;indexed4;128;128;1;837e0;2000;rgba;85830;40
00511E76;EN_RT_AB_ceiling_b_PS2;indexed4;128;128;1;85a34;2000;rgba;87a84;40
00511E76;EN_RT_AB_cash_register_b_PS2;indexed4;256;128;1;87c10;4000;rgba;8bc60;40
00511E76;EN_RT_AB_bigcarpet_e_b_PS2;indexed4;128;16;1;8c1bc;400;rgba;8c60c;40
00511E76;EN_RT_AB_bigcarpet_dirt_b_PS2;indexed4;128;128;1;8c798;2000;rgba;8e7e8;40
00511E76;EN_RT_AB_beers_glass_b_PS2;indexed4;128;128;1;8e970;2000;rgba;909c0;40
00511E76;EN_RT_AB_beers_b_PS2;indexed4;128;128;1;90b44;2000;rgba;92b94;40
00511E76;EN_RT_AB_beerpump_b_PS2;indexed4;128;128;1;92d18;2000;rgba;94d68;40
00511E76;EN_RT_AB_bar_b02_PS2;indexed4;256;128;1;94eec;4000;rgba;98f3c;40
00511E76;EN_RT_AB_bar_b01_PS2;indexed4;64;128;1;990c0;1000;rgba;9a110;40
00511E76;EN_RT_AB_ashtray_b_PS2;indexed4;128;64;1;9a668;1000;rgba;9b6b8;40
00511E76;EN_RT_AB_radiator_b_PS2;indexed4;256;128;1;9b83c;4000;rgba;9f88c;40
00511E76;EN_RT_AB_door_b_PS2;indexed4;128;256;1;9fa0c;4000;rgba;a3a5c;40
0073D365;EN_IT_SB_WindowNeon_PSY1of2_PSP;indexed8;256;128;1;184;8000;rgba;81d4;400
008B12F4;FX_EN_Glow_red;indexed4;32;32;1;174;200;rgba;3c4;40
008B12F4;PR_HM_Flare_Indicator;indexed4;32;64;1;548;400;rgba;998;40
008B12F4;PR_HM_Flare_emergency;rgba;16;64;1;b1c;1000;none;0;0
008B12F4;PR_HM_Flare_PSP;indexed8;64;64;1;1c38;1000;rgba;2c88;400
00AC0AED;EN_ME_PterodactylToy_Ingame;indexed8;128;128;1;1e0;4000;rgba;4230;400
00C15FC7;FX_WiperBlades;indexed4;64;16;1;174;200;rgba;3c4;40
00C15FC7;fx_SUV_Windcreen_snow;indexed4;64;64;1;548;800;rgba;d98;40
00C15FC7;FX_Star_BW;indexed8;128;128;1;f10;4000;rgba;4f60;400
00C15FC7;FX_SUV_Dash;indexed4;256;256;1;5478;8000;rgba;d4c8;40
00C15FC7;FX_IGC_25_SUVHeadlight;indexed8;64;64;1;d64c;1000;rgba;e69c;400
00C15FC7;FX_IT_SnowFlake;rgba;32;32;1;ebb8;1000;none;0;0
00C15FC7;FX_EN_Glow;rgba;32;32;1;fcd0;1000;none;0;0
00C15FC7;FX_Flare_Stack2;indexed8;64;256;1;10dec;4000;rgba;14e3c;400
00C15FC7;FX_IGC_25_3_RadioKnob;rgba;32;32;1;15360;1000;none;0;0
00C15FC7;FX_IT_Skydome_b;indexed8;32;256;1;1647c;2000;rgba;184cc;400
00C2612A;EN_FT_dumpster_3_PS2;indexed8;256;256;1;17c;10000;rgba;101cc;400
00C2612A;EN_IT_pack_PS2;indexed8;256;64;1;106e8;4000;rgba;14738;400
00C2612A;EN_FT_OpaqueIce_A_Diff_2_PS2;indexed4;128;128;1;14c64;2000;rgba;16cb4;40
00C2612A;EN_IT_RSA_FrozenConcrete_PS2;indexed4;256;256;1;16e40;8000;rgba;1ee90;40
00C2612A;EN_IT_RSA_FrozenConcrete_01_PS2;indexed4;256;256;1;1f09c;8000;rgba;270ec;40
00C2612A;EN_FT_Plobby_wall4_blue_PS2;indexed4;256;256;1;27274;8000;rgba;2f2c4;40
00C2612A;EN_FT_Plobby_wall4_blue_01_PS2;indexed4;256;256;1;2f450;8000;rgba;374a0;40
00C2612A;EN_FT_groundarg42_PS2;indexed8;256;256;1;376a4;10000;rgba;476f4;400
00C2612A;EN_FT_groundarg42_01_PS2;indexed4;256;256;1;47c1c;8000;rgba;4fc6c;40
00C2612A;EN_FT_groundarg3_2sm_PS2;indexed4;256;128;1;4fe74;4000;rgba;53ec4;40
00C2612A;EN_IT_LoungeWindow_outs_PS2;indexed8;128;256;1;5404c;8000;rgba;5c09c;400
00C2612A;EN_FT_wall10_2_PS2;indexed8;128;256;1;5c5bc;8000;rgba;6460c;400
00C2612A;EN_IT_RSA_FrozenBrick_sm_PS2;indexed8;128;256;1;64b38;8000;rgba;6cb88;400
00C2612A;EN_FT_floor1bblend_2_PS2;indexed4;256;256;1;6d130;8000;rgba;75180;40
00C2612A;EN_FT_iceseam_PS2;indexed4;256;64;1;75300;2000;rgba;77350;40
00C2612A;EN_IT_metalcontainer_PS2;indexed8;64;128;1;774d8;2000;rgba;79528;400
00C2612A;EN_FT_wall11_PS2;indexed8;256;256;1;79a48;10000;rgba;89a98;400
00C2612A;EN_FT_groundarg4_PS2;indexed4;256;256;1;8a03c;8000;rgba;9208c;40
00C2612A;EN_FT_metal3_PS2;indexed8;64;32;1;9220c;800;rgba;92a5c;400
00C2612A;EN_FT_brickice2_PS2;indexed4;128;256;1;92f7c;4000;rgba;96fcc;40
00C2612A;EN_FT_plank_PS2;indexed8;256;256;1;97148;10000;rgba;a7198;400
00C2612A;EN_FT_floor5a_PS2;indexed4;256;256;1;a7738;8000;rgba;af788;40
00C2612A;EN_FT_woodgreen_PS2;indexed4;256;64;1;af908;2000;rgba;b1958;40
00C2612A;EN_FT_plankbottom_PS2;indexed4;128;64;1;b1adc;1000;rgba;b2b2c;40
00C2612A;EN_FT_frozenwindow_PS2;indexed4;128;128;1;b2cb0;2000;rgba;b4d00;40
00C2612A;EN_FT_rust01_PS2;indexed4;64;128;1;b4e80;1000;rgba;b5ed0;40
00C2612A;EN_FT_fence_concrete_PS2;indexed4;128;256;1;b6058;4000;rgba;ba0a8;40
00C2612A;EN_FT_wood01icepaint_2_PS2;indexed4;128;256;1;ba230;4000;rgba;be280;40
00C2612A;EN_FT_wood01_3_PS2;indexed4;128;128;1;be400;2000;rgba;c0450;40
00C2612A;EN_FT_RS_IceHole_PS2;indexed4;128;128;1;c05d4;2000;rgba;c2624;40
00C2612A;EN_FT_OpaqueIce_A_Diff_2;indexed8;128;128;1;c27ac;4000;rgba;c67fc;400
015437A1;EN_DT_GR_GLPS2__PSY2of3;indexed4;256;256;1;17c;8000;rgba;81cc;40
016F9D2A;EN_IT_WetRoom_LowTile_RH_01_PS2;indexed4;256;256;1;184;8000;rgba;81d4;40
016F9D2A;EN_IT_LobbyWall_3C_PS2;indexed4;256;256;1;8358;8000;rgba;103a8;40
016F9D2A;EN_IT_WetRoom_HighTile_PS2;indexed4;256;256;1;10530;8000;rgba;18580;40
016F9D2A;EN_IT_WetRoom_LowTile_01_PS2;indexed8;256;256;1;1878c;10000;rgba;287dc;400
016F9D2A;EN_IT_WetRoom_HighTile_01_PS2;indexed4;256;256;1;28d08;8000;rgba;30d58;40
016F9D2A;EN_IT_WetRoom_LowTile_RH_PS2;indexed4;256;256;1;30f64;8000;rgba;38fb4;40
016F9D2A;EN_IT_WetRoom_LowTile_PS2;indexed8;256;256;1;3913c;10000;rgba;4918c;400
017AE451;FX_IT_Skydome_alpha_01;indexed4;256;256;1;17c;8000;rgba;81cc;40
017AE451;FX_IT_Skydome_b;indexed8;32;256;1;8348;2000;rgba;a398;400
017AE451;EN_FT_fence_2_PS2;indexed4;128;256;1;a8b8;4000;rgba;e908;40
017AE451;EN_FT_wall09_PS2;indexed8;128;128;1;ea88;4000;rgba;12ad8;400
017AE451;EN_IT_SW_metalPart_PS2;indexed8;128;256;1;1307c;8000;rgba;1b0cc;400
017AE451;EN_FT_walledge_PS2;indexed4;128;128;1;1b5ec;2000;rgba;1d63c;40
017AE451;EN_FT_wallforhouse2_PS2;indexed4;128;256;1;1d7c0;4000;rgba;21810;40
017AE451;EN_FT_wall13_PS2;indexed8;256;256;1;21990;10000;rgba;319e0;400
017AE451;EN_IT_concrete_PS2;indexed4;256;256;1;31f80;8000;rgba;39fd0;40
017AE451;EN_IT_concret_01_PS2;indexed8;256;256;1;3a154;10000;rgba;4a1a4;400
017AE451;EN_FT_rooftile_PS2;indexed4;128;128;1;4a744;2000;rgba;4c794;40
017AE451;EN_IT_RSA_FarBuilding_PS2;indexed8;128;256;1;4c91c;8000;rgba;5496c;400
017AE451;EN_IT_RSA_FarBuilding_01_PS2;indexed8;128;256;1;54e98;8000;rgba;5cee8;400
017AE451;EN_FT_door;indexed4;128;256;1;5d480;4000;rgba;614d0;40
017AE451;PR_EN_IceCorner_Diff;indexed8;256;256;1;61654;10000;rgba;716a4;400
017AE451;PR_Ice_EnvMap_NoAlpha;indexed8;64;64;1;71bc8;1000;rgba;72c18;400
017AE451;EN_ITF_Door_Emmisive_Edge;indexed4;64;512;1;73140;4000;rgba;77190;40
019B6926;FX_ST_Water1_Spec;indexed4;256;256;1;178;8000;rgba;81c8;40
019B6926;FX_ST_Water1_Reflect_brown;indexed4;256;256;1;83d0;8000;rgba;10420;40
019B6926;PR_WO_bark03_k;indexed8;256;256;1;1059c;10000;rgba;205ec;400
019B6926;PR_WO_Grass_k;indexed8;128;128;1;20b88;4000;rgba;24bd8;400
019B6926;EN_WO_BHH_Tree03_k;indexed8;128;256;1;250f8;8000;rgba;2d148;400
019B6926;EN_WO_BHH_Branches05_k;indexed8;128;256;1;2d66c;8000;rgba;356bc;400
019B6926;EN_ME_WritersPen_InGame;indexed8;128;128;1;35be0;4000;rgba;39c30;400
019B6926;FX_WiperBlades;indexed4;64;16;1;3a1cc;200;rgba;3a41c;40
019B6926;FX_IGC_01_Snow;indexed4;64;64;1;3a598;800;rgba;3ade8;40
019B6926;FX_Johns_Car_DashLightsbmp;indexed4;256;128;1;3af70;4000;rgba;3efc0;40
019B6926;FX_IT_SnowFlake;rgba;32;32;1;3f13c;1000;none;0;0
019B6926;EN_CJ3_JO_Sign1;indexed4;128;64;1;40258;1000;rgba;412a8;40
019B6926;EN_CJ3_JO_Sign4;indexed4;128;64;1;41424;1000;rgba;42474;40
019B6926;EN_CJ3_JO_wall04_L_PS2;indexed4;128;256;1;425f8;4000;rgba;46648;40
019B6926;EN_CJ3_JO_shopwindow02_L_PS2;indexed4;64;128;1;467d4;1000;rgba;47824;40
019B6926;EN_CJ3_JO_shopwindow01_L_PS2;indexed4;64;128;1;479b0;1000;rgba;48a00;40
019B6926;EN_CJ3_JO_shopdoor02_L_PS2;indexed4;128;128;1;48b88;2000;rgba;4abd8;40
019B6926;EN_CJ3_JO_rollupdoor_L_PS2;indexed4;64;128;1;4ad60;1000;rgba;4bdb0;40
019B6926;EN_CJ3_JO_light_L_PS2;indexed4;32;32;1;4bf34;200;rgba;4c184;40
019B6926;EN_CJ3_JO_jyoud_L03_PS2;indexed4;64;64;1;4c308;800;rgba;4cb58;40
019B6926;EN_CJ3_JO_jyoud_L02_PS2;indexed4;128;32;1;4ccdc;800;rgba;4d52c;40
019B6926;EN_CJ3_JO_jyoud_L01_PS2;indexed4;64;64;1;4d6b0;800;rgba;4df00;40
019B6926;EN_CJ3_JO_gassign;indexed4;64;64;1;4e080;800;rgba;4e8d0;40
019B6926;EN_CJ3_JO_garbage_L_PS2;indexed4;128;64;1;4ea54;1000;rgba;4faa4;40
019B6926;EN_CJ3_JO_garagepillar2_L01_PS2;indexed4;64;256;1;4fc30;2000;rgba;51c80;40
019B6926;EN_CJ3_JO_depot_door_L_PS2;indexed4;128;128;1;51e08;2000;rgba;53e58;40
019B6926;EN_CJ3_JO_ck_window_L_PS2;indexed4;64;32;1;53fe0;400;rgba;54430;40
