fileName;textureName;format;width;height;mipmapCount;rasterPosition;rasterSize;paletteFormat;palettePosition;paletteSize
CEnemyBehaviour.Caliban;PS2_caliban_01;indexed8;256;256;1;1cd44;10000;rgba;2cd94;400
CEnemyBehaviour.Caliban;PS2_caliban_02;indexed8;128;128;1;2d2b0;4000;rgba;31300;400
CEnemyBehaviour.CalibanBoss;FX_Caliban_dust;indexed4;64;64;1;238;800;rgba;a88;40
CEnemyBehaviour.CalibanBoss;PS2_caliban_05;indexed8;64;64;1;c04;1000;rgba;1c54;400
CEnemyBehaviour.CalibanBoss;PS2_caliban_04;indexed8;128;128;1;2170;4000;rgba;61c0;400
CEnemyBehaviour.CalibanBoss;PS2_caliban_03;indexed8;256;256;1;66dc;10000;rgba;1672c;400
CEnemyBehaviour.CalibanBoss;PS2_caliban_01;indexed8;256;256;1;16c48;10000;rgba;26c98;400
CEnemyBehaviour.CalibanBoss;PS2_caliban_02;indexed8;128;128;1;271b4;4000;rgba;2b204;400
CEnemyBehaviour.Carrion;en_CA_02;rgba;128;128;1;230;10000;none;0;0
CEnemyBehaviour.Carrion;en_CA_01 ;indexed8;256;256;1;10348;10000;rgba;20398;400
CEnemyBehaviour.Carrion;en_CA_teeth;indexed8;32;64;1;208b0;800;rgba;21100;400
CEnemyBehaviour.CarrionMother;FX_Light_Smoke;indexed4;64;64;1;240;800;rgba;a90;40
CEnemyBehaviour.CarrionMother;FX_fog2;indexed8;64;64;1;c04;1000;rgba;1c54;400
CEnemyBehaviour.CarrionMother;FX_smoke_Dahlia_a2;indexed8;32;32;1;2174;400;rgba;25c4;400
CEnemyBehaviour.CarrionMother;SHO_PS2_Carrion_Large1_cm;indexed8;256;256;1;2aec;10000;rgba;12b3c;400
CEnemyBehaviour.CarrionMother;Env;indexed8;32;32;1;1304c;400;rgba;1349c;400
CEnemyBehaviour.CarrionMother;SHO_PS2_Carrion_Large2_cm;indexed8;256;256;1;139c4;10000;rgba;23a14;400
CEnemyBehaviour.Flauros;FX_samae_blur;indexed8;32;64;1;238;800;rgba;a88;400
CEnemyBehaviour.Flauros;FX_samae;indexed4;128;256;1;fa0;4000;rgba;4ff0;40
CEnemyBehaviour.Flauros;FX_Fire_edge;indexed8;64;128;1;516c;2000;rgba;71bc;400
CEnemyBehaviour.Flauros;FX_fire_Dahlia_e;indexed8;64;64;1;76dc;1000;rgba;872c;400
CEnemyBehaviour.Flauros;FX_Candle_Glow;indexed8;32;32;1;8c48;400;rgba;9098;400
CEnemyBehaviour.Flauros;FX_Flare_01;indexed8;64;64;1;95b0;1000;rgba;a600;400
CEnemyBehaviour.Flauros;SFX_Glow_023;indexed8;32;32;1;ab1c;400;rgba;af6c;400
CEnemyBehaviour.Flauros;FX_streetlight;indexed8;32;32;1;b488;400;rgba;b8d8;400
CEnemyBehaviour.Flauros;SHO_PS2_Flauros_2;indexed8;256;256;1;bdf8;10000;rgba;1be48;400
CEnemyBehaviour.Flauros;Env;indexed8;32;32;1;1c358;400;rgba;1c7a8;400
CEnemyBehaviour.Flauros;SHO_PS2_Flauros_1;indexed8;256;256;1;1ccc8;10000;rgba;2cd18;400
CEnemyBehaviour.InvisibleMan;sp_buckle;indexed4;64;64;1;238;800;rgba;a88;40
CEnemyBehaviour.InvisibleMan;SP_04;indexed4;64;64;1;bfc;800;rgba;144c;40
CEnemyBehaviour.InvisibleMan;SP_02;indexed4;128;64;1;15c0;1000;rgba;2610;40
CEnemyBehaviour.InvisibleMan;SP_01;indexed4;64;32;1;2784;400;rgba;2bd4;40
CEnemyBehaviour.Momma;FX_smoke_Dahlia_b;indexed8;32;64;1;24c;800;rgba;a9c;400
CEnemyBehaviour.Momma;FX_smoke_Dahlia_a2;indexed8;32;32;1;fbc;400;rgba;140c;400
CEnemyBehaviour.Momma;FX_Candle_Glow;indexed8;32;32;1;1928;400;rgba;1d78;400
CEnemyBehaviour.Momma;Momma_09;indexed4;128;64;1;2290;1000;rgba;32e0;40
CEnemyBehaviour.Momma;FX_Scroll_122;indexed8;64;64;1;345c;1000;rgba;44ac;400
CEnemyBehaviour.Momma;PS2_PS2_Momma_02;indexed8;256;256;1;49cc;10000;rgba;14a1c;400
CEnemyBehaviour.Momma;PS2_PS2_Momma_01;indexed8;256;256;1;14f3c;10000;rgba;24f8c;400
CEnemyBehaviour.Momma;Env;indexed4;64;64;1;2549c;800;rgba;25cec;40
CEnemyBehaviour.Momma;PS2_PS2_Momma_04;indexed8;128;256;1;25e6c;8000;rgba;2debc;400
CEnemyBehaviour.Momma;PS2_PS2_Momma_03;indexed8;128;256;1;2e3dc;8000;rgba;3642c;400
CEnemyBehaviour.PsychoNurse;FX_Blood_hit;indexed4;64;64;1;258;800;rgba;aa8;40
CEnemyBehaviour.PsychoNurse;FX_Blood_Splash;indexed4;64;64;1;c24;800;rgba;1474;40
CEnemyBehaviour.PsychoNurse;FX_Blood_Hit_Enemies;indexed8;32;32;1;15f8;400;rgba;1a48;400
CEnemyBehaviour.PsychoNurse;nurse_head;indexed8;256;256;1;1f60;10000;rgba;11fb0;400
CEnemyBehaviour.PsychoNurse;Env;indexed8;32;32;1;124c0;400;rgba;12910;400
CEnemyBehaviour.PsychoNurse;Nurse_body;indexed8;256;256;1;12e28;10000;rgba;22e78;400
CEnemyBehaviour.PsychoNurseSan;FX_Blood_hit;indexed4;64;64;1;25c;800;rgba;aac;40
CEnemyBehaviour.PsychoNurseSan;FX_Blood_Splash;indexed4;64;64;1;c28;800;rgba;1478;40
CEnemyBehaviour.PsychoNurseSan;FX_Blood_Hit_Enemies;indexed8;32;32;1;15fc;400;rgba;1a4c;400
CEnemyBehaviour.PsychoNurseSan;Nurse san_head;indexed8;256;256;1;1f68;10000;rgba;11fb8;400
CEnemyBehaviour.PsychoNurseSan;Env;indexed8;32;32;1;124c8;400;rgba;12918;400
CEnemyBehaviour.PsychoNurseSan;Nurse san_body;indexed8;256;256;1;12e34;10000;rgba;22e84;400
CEnemyBehaviour.SadDaddy;goo2;indexed4;64;64;1;248;800;rgba;a98;40
CEnemyBehaviour.SadDaddy;goo3;indexed4;64;64;1;c0c;800;rgba;145c;40
CEnemyBehaviour.SadDaddy;vomit_lumps2_SUB;indexed4;64;128;1;15dc;1000;rgba;262c;40
CEnemyBehaviour.SadDaddy;vomit_lumps2;indexed4;64;128;1;27a8;1000;rgba;37f8;40
CEnemyBehaviour.SadDaddy;PS2_sad_dady_04;indexed8;256;256;1;3974;10000;rgba;139c4;400
CEnemyBehaviour.SadDaddy;PS2_sad_dady_02;indexed8;256;256;1;13ee0;10000;rgba;23f30;400
CEnemyBehaviour.SadDaddy;PS2_sad_dady_01;indexed8;256;256;1;2444c;10000;rgba;3449c;400
CEnemyBehaviour.SadDaddy;Env;indexed8;64;64;1;349ac;1000;rgba;359fc;400
CEnemyBehaviour.SadDaddy;PS2_sad_dady_03;indexed8;256;256;1;35f18;10000;rgba;45f68;400
CEnemyBehaviour.SadDaddy;PS2_SD_Chain;indexed4;64;32;1;46484;400;rgba;468d4;40
CEnemyBehaviour.SadDaddy;PS2_SD_frame;indexed4;32;64;1;46a50;400;rgba;46ea0;40
CEnemyBehaviour.SadDaddy;PS2_SD_framewire;indexed8;64;64;1;47020;1000;rgba;48070;400
CEnemyBehaviour.SadDaddyTongue;Env;indexed8;64;64;1;250;1000;rgba;12a0;400
CEnemyBehaviour.SadDaddyTongue;SD_Tongue;rgba;64;256;1;17b8;10000;none;0;0
CEnemyBehaviour.StraightJacket;FX_Blood_Splash;indexed4;64;64;1;25c;800;rgba;aac;40
CEnemyBehaviour.StraightJacket;FX_Blood_Hit_Enemies;indexed8;32;32;1;c30;400;rgba;1080;400
CEnemyBehaviour.StraightJacket;goo;indexed4;64;64;1;1590;800;rgba;1de0;40
CEnemyBehaviour.StraightJacket;goo3;indexed4;64;64;1;1f54;800;rgba;27a4;40
CEnemyBehaviour.StraightJacket;goo2;indexed4;64;64;1;2918;800;rgba;3168;40
CEnemyBehaviour.StraightJacket;StraightJacket_color_1;indexed8;256;256;1;32ec;10000;rgba;1333c;400
CEnemyBehaviour.StraightJacket;Env02;rgba;64;64;1;13850;4000;none;0;0
CEnemyBehaviour.StraightJacket;StraightJacket_color_2;indexed8;256;256;1;17974;10000;rgba;279c4;400
CEnemyBehaviour.StraightJacketAlt;FX_Blood_Splash;indexed4;64;64;1;260;800;rgba;ab0;40
CEnemyBehaviour.StraightJacketAlt;FX_Blood_Hit_Enemies;indexed8;32;32;1;c34;400;rgba;1084;400
CEnemyBehaviour.StraightJacketAlt;goo;indexed4;64;64;1;1594;800;rgba;1de4;40
CEnemyBehaviour.StraightJacketAlt;goo3;indexed4;64;64;1;1f58;800;rgba;27a8;40
CEnemyBehaviour.StraightJacketAlt;goo2;indexed4;64;64;1;291c;800;rgba;316c;40
CEnemyBehaviour.StraightJacketAlt;StraightJacket_Alt_2;indexed8;256;256;1;32f0;10000;rgba;13340;400
CEnemyBehaviour.StraightJacketAlt;Env02_Alt;rgba;64;64;1;13858;4000;none;0;0
CEnemyBehaviour.StraightJacketAlt;StraightJacket_Alt_1;indexed8;256;256;1;1797c;10000;rgba;279cc;400
CEnemyBehaviour.StraightJacketBoss;FX_Blood_Splash;indexed4;64;64;1;260;800;rgba;ab0;40
CEnemyBehaviour.StraightJacketBoss;FX_Blood_Hit_Enemies;indexed8;32;32;1;c34;400;rgba;1084;400
CEnemyBehaviour.StraightJacketBoss;goo;indexed4;64;64;1;1594;800;rgba;1de4;40
CEnemyBehaviour.StraightJacketBoss;goo3;indexed4;64;64;1;1f58;800;rgba;27a8;40
CEnemyBehaviour.StraightJacketBoss;goo2;indexed4;64;64;1;291c;800;rgba;316c;40
CEnemyBehaviour.StraightJacketBoss;StraightJacket_Alt_2;indexed8;256;256;1;32f0;10000;rgba;13340;400
CEnemyBehaviour.StraightJacketBoss;Env02_Alt;rgba;64;64;1;13858;4000;none;0;0
CEnemyBehaviour.StraightJacketBoss;StraightJacket_Alt_1;indexed8;256;256;1;1797c;10000;rgba;279cc;400
CIGCCharacter.2Back;twoback_01;indexed8;256;256;1;21c;10000;rgba;1026c;400
CIGCCharacter.2Back;Env;indexed4;64;64;1;1077c;800;rgba;10fcc;40
CIGCCharacter.2Back;twoback_02;indexed8;256;256;1;11144;10000;rgba;21194;400
CIGCCharacter.2Back;twoback_03;indexed8;128;128;1;216ac;4000;rgba;256fc;400
CIGCCharacter.Alessa;Alessa_Head;indexed8;256;256;1;21c;10000;rgba;1026c;400
CIGCCharacter.Alessa;Alessa_Body;indexed8;256;256;1;10784;10000;rgba;207d4;400
CIGCCharacter.Alessa;Alessa_Transparency;indexed8;256;256;1;20cf4;10000;rgba;30d44;400
CIGCCharacter.AlessaRoad;Alessa_Head;indexed8;256;256;1;21c;10000;rgba;1026c;400
CIGCCharacter.AlessaRoad;Alessa_Body;indexed8;256;256;1;10784;10000;rgba;207d4;400
CIGCCharacter.AlessaRoad;Alessa_Transparency;indexed8;256;256;1;20cf4;10000;rgba;30d44;400
CIGCCharacter.Butcher;T_Butcher_03;indexed8;128;128;1;220;4000;rgba;4270;400
CIGCCharacter.Butcher;Env;indexed4;64;64;1;4780;800;rgba;4fd0;40
CIGCCharacter.Butcher;T_Butcher_01;indexed8;256;256;1;514c;10000;rgba;1519c;400
CIGCCharacter.Butcher;T_Butcher_04;indexed8;256;256;1;156b8;10000;rgba;25708;400
CIGCCharacter.Butcher;T_Butcher_02;indexed8;256;256;1;25c24;10000;rgba;35c74;400
CIGCCharacter.CharredAlessa;SHO_PS2_Burnt_Alessa_2;indexed8;256;256;1;228;10000;rgba;10278;400
CIGCCharacter.CharredAlessa;NPC_CharredAlessa_ENV;indexed8;32;32;1;1079c;400;rgba;10bec;400
CIGCCharacter.CharredAlessa;SHO_PS2_Burnt_Alessa_1;indexed8;256;256;1;11110;10000;rgba;21160;400
CIGCCharacter.CharredAlessa2;SHO_PS2_Burnt_Alessa_2;indexed8;256;256;1;228;10000;rgba;10278;400
CIGCCharacter.CharredAlessa2;NPC_CharredAlessa_ENV;indexed8;32;32;1;1079c;400;rgba;10bec;400
CIGCCharacter.CharredAlessa2;SHO_PS2_Burnt_Alessa_1;indexed8;256;256;1;11110;10000;rgba;21160;400
CIGCCharacter.Dahlia;Dahlia_Head;indexed8;256;256;1;21c;10000;rgba;1026c;400
CIGCCharacter.Dahlia;Dahlia_Transparency;rgba;128;128;1;1078c;10000;none;0;0
CIGCCharacter.Dahlia;Dahlia_Body;indexed8;256;256;1;208a4;10000;rgba;308f4;400
CIGCCharacter.DahliaVisible;Dahlia_Head;indexed8;256;256;1;21c;10000;rgba;1026c;400
CIGCCharacter.DahliaVisible;Dahlia_Transparency;rgba;128;128;1;1078c;10000;none;0;0
CIGCCharacter.DahliaVisible;Dahlia_Body;indexed8;256;256;1;208a4;10000;rgba;308f4;400
CIGCCharacter.DrGrady;Mr_Grady_head;indexed8;256;256;1;220;10000;rgba;10270;400
CIGCCharacter.DrGrady;Mr_Grady_shoe;rgba;64;128;1;1078c;8000;none;0;0
CIGCCharacter.DrGrady;MrGrady_body;indexed8;256;256;1;188a8;10000;rgba;288f8;400
CIGCCharacter.DrGrady;Mr_Grady_glasses;indexed8;64;64;1;28e18;1000;rgba;29e68;400
CIGCCharacter.DrGradyWithRope;FX_Rope;indexed4;64;128;1;218;1000;rgba;1268;40
CIGCCharacter.DrGradyWithRope;Mr_Grady_head;indexed8;256;256;1;13e4;10000;rgba;11434;400
CIGCCharacter.DrGradyWithRope;MrGrady_body;indexed8;256;256;1;11950;10000;rgba;219a0;400
CIGCCharacter.DrGradyWithRope;Mr_Grady_shoe;rgba;64;128;1;21ebc;8000;none;0;0
CIGCCharacter.DrGradyWithRope;Mr_Grady_glasses;indexed8;64;64;1;29fdc;1000;rgba;2b02c;400
CIGCCharacter.Kaufman;Kaufmann_Body;indexed8;256;256;1;220;10000;rgba;10270;400
CIGCCharacter.Kaufman;Kaufmann_Transparency;rgba;32;32;1;10794;1000;none;0;0
CIGCCharacter.Kaufman;Kaufmann_Head;indexed8;256;256;1;118b0;10000;rgba;21900;400
CIGCCharacter.Lisa;Lisa_Hair_Opaque;indexed8;256;256;1;224;10000;rgba;10274;400
CIGCCharacter.Lisa;Lisa_Head;indexed8;256;256;1;1078c;10000;rgba;207dc;400
CIGCCharacter.Lisa;Lisa_Body;indexed8;256;256;1;20cf4;10000;rgba;30d44;400
CIGCCharacter.Lisa;Lisa_Transparency;indexed8;256;256;1;31264;10000;rgba;412b4;400
CIGCCharacter.Nurse;Nurse_body;indexed8;256;256;1;21c;10000;rgba;1026c;400
CIGCCharacter.Nurse;Env;indexed8;32;32;1;1077c;400;rgba;10bcc;400
CIGCCharacter.Nurse;nurse_head;indexed8;256;256;1;110e4;10000;rgba;21134;400
CIGCCharacter.TravisMirror;Travis_Face2;indexed8;256;256;1;230;10000;rgba;10280;400
CIGCCharacter.TravisMirror;Travis_Transparency;indexed8;128;128;1;107a0;4000;rgba;147f0;400
CIGCCharacter.TravisMirror;Travis_Trousers;indexed8;256;256;1;14d0c;10000;rgba;24d5c;400
CIGCCharacter.TravisMirror;Travis_Body;indexed8;256;256;1;25274;10000;rgba;352c4;400
CIGCCharacter.TravisMirror;Travis_Face;indexed8;256;256;1;357dc;10000;rgba;4582c;400
CIGCCharacter.TravisMirror;TorchLight;indexed8;64;64;1;45d44;1000;rgba;46d94;400
CIGCCharacter.TravisMirror;FX_Flare_Stack;indexed8;64;256;1;472b0;4000;rgba;4b300;400
CIGCCharacter.TravisMirror;FX_Light_Beam;indexed8;64;64;1;4b81c;1000;rgba;4c86c;400
CIGCCharacter.YoungTravis;NPC_YoungTravis_01;indexed8;256;256;1;224;10000;rgba;10274;400
CIGCCharacter.YoungTravis;NPC_YoungTravis_02;indexed8;256;256;1;10794;10000;rgba;207e4;400
CInventoryItemDef.AK47;AK47;indexed8;256;128;1;220;8000;rgba;8270;400
CInventoryItemDef.AK47;AK47_Env;indexed4;32;32;1;8788;200;rgba;89d8;40
CInventoryItemDef.AK47Ammo;Ammo_AK47_Box;indexed4;128;128;1;228;2000;rgba;2278;40
CInventoryItemDef.Ambassador;sho_cos_amb;indexed4;128;128;1;220;2000;rgba;2270;40
CInventoryItemDef.Ampoule;Aid_Ampoule_2;indexed8;128;256;1;228;8000;rgba;8278;400
CInventoryItemDef.Ampoule;HO_Bottle_Env_64;indexed4;64;64;1;8798;800;rgba;8fe8;40
CInventoryItemDef.BarStool;Bar_Stool;indexed8;64;128;1;224;2000;rgba;2274;400
CInventoryItemDef.BarStool;Stool_Env;indexed4;32;32;1;278c;200;rgba;29dc;40
CInventoryItemDef.Baton;Baton;indexed4;128;128;1;220;2000;rgba;2270;40
CInventoryItemDef.Bottle;Alc_Bot;indexed4;128;128;1;220;2000;rgba;2270;40
CInventoryItemDef.Bottle;Alc_Bot_Env;indexed4;32;32;1;23e8;200;rgba;2638;40
CInventoryItemDef.Brawler;sho_cos_brw;indexed4;128;128;1;220;2000;rgba;2270;40
CInventoryItemDef.BrokenPole;broken_Pole;indexed4;32;128;1;224;800;rgba;a74;40
CInventoryItemDef.BrokenPole;Broken_Pole;indexed4;32;128;1;bec;800;rgba;143c;40
CInventoryItemDef.BrokenWood;broken_wood;indexed4;64;128;1;224;1000;rgba;1274;40
CInventoryItemDef.Butcher;sho_cos_but;indexed4;128;128;1;220;2000;rgba;2270;40
CInventoryItemDef.ButchersGreatSword;PS2_BO_Blade;indexed4;256;128;1;228;4000;rgba;4278;40
CInventoryItemDef.ButchersKnife;butcher_knife;indexed4;64;128;1;228;1000;rgba;1278;40
CInventoryItemDef.ButchersKnife;B_Knife_Env;indexed4;32;32;1;13f0;200;rgba;1640;40
CInventoryItemDef.ButchersKnife;Butcher_Knife;indexed4;64;128;1;17bc;1000;rgba;280c;40
CInventoryItemDef.Cartographer;sho_cos_ctg;indexed4;128;128;1;220;2000;rgba;2270;40
CInventoryItemDef.Collector;sho_cos_col;indexed4;128;128;1;220;2000;rgba;2270;40
CInventoryItemDef.CrowBar;Crowbar;indexed4;64;128;1;220;1000;rgba;1270;40
CInventoryItemDef.CrowBar;Crowbar_Env;indexed4;32;32;1;13e8;200;rgba;1638;40
CInventoryItemDef.CurtainWeights;Weights;indexed4;64;64;1;220;800;rgba;a70;40
CInventoryItemDef.CurtainWeights;Weights_Env;indexed4;32;32;1;be8;200;rgba;e38;40
CInventoryItemDef.CurtainWeights;Weights2;indexed4;32;64;1;fb0;400;rgba;1400;40
CInventoryItemDef.CurtainWeights;wood;indexed4;64;128;1;1574;1000;rgba;25c4;40
CInventoryItemDef.CutThroatRazor;PS2_cut_throat;indexed4;128;64;1;228;1000;rgba;1278;40
CInventoryItemDef.CutThroatRazor;Scalpel_B_Env;indexed4;32;32;1;13f4;200;rgba;1644;40
CInventoryItemDef.Dog;sho_cos_dog;indexed4;128;128;1;220;2000;rgba;2270;40
CInventoryItemDef.DripStand;ho_bin;indexed4;64;128;1;220;1000;rgba;1270;40
CInventoryItemDef.DripStand;ho_trolleywheel;indexed4;32;32;1;13ec;200;rgba;163c;40
CInventoryItemDef.EnergyDrink;Energy_Drink_2;indexed8;128;256;1;228;8000;rgba;8278;400
CInventoryItemDef.EnergyDrink;Energy_Env_64;indexed4;64;64;1;8794;800;rgba;8fe4;40
CInventoryItemDef.Explorer;sho_cos_exp;indexed4;128;128;1;220;2000;rgba;2270;40
CInventoryItemDef.FilingCabinet;Filing_Cabinet;indexed4;64;128;1;228;1000;rgba;1278;40
CInventoryItemDef.FireAxe;Fire_Axe;indexed8;64;128;1;224;2000;rgba;2274;400
CInventoryItemDef.FireAxe;Axe_Handle;indexed4;32;128;1;278c;800;rgba;2fdc;40
CInventoryItemDef.Fireman;sho_cos_fmn;indexed4;128;128;1;220;2000;rgba;2270;40
CInventoryItemDef.Fists;Fist;indexed4;64;64;1;220;800;rgba;a70;40
CInventoryItemDef.Hammer;Ham_handle;indexed4;32;128;1;224;800;rgba;a74;40
CInventoryItemDef.Hammer;ham_head;indexed4;64;64;1;bec;800;rgba;143c;40
CInventoryItemDef.HealthDrink;Aid_Drink_2;indexed8;128;256;1;224;8000;rgba;8274;400
CInventoryItemDef.HealthDrink;HO_Bottle_Env_64;indexed4;64;64;1;8794;800;rgba;8fe4;40
CInventoryItemDef.HealthKit;Aid_Box_PS2;indexed4;128;256;1;224;4000;rgba;4274;40
CInventoryItemDef.Katana;Katana;indexed4;128;256;1;220;4000;rgba;4270;40
CInventoryItemDef.Key_HO_B_FlaurosEnd;flauros;indexed8;128;128;1;218;4000;rgba;4268;400
CInventoryItemDef.Key_HO_B_FlaurosEnd;Flauros_Side1_LOW;indexed8;256;128;1;4788;8000;rgba;c7d8;400
CInventoryItemDef.Key_HO_Flauros1;Flauros_Side_LOW;indexed8;128;128;1;224;4000;rgba;4274;400
CInventoryItemDef.Key_HO_Flauros1;flauros;indexed8;128;128;1;4788;4000;rgba;87d8;400
CInventoryItemDef.Key_HO_GlassEyes;HO_Travis_Eye;indexed4;32;32;1;220;200;rgba;470;40
CInventoryItemDef.Key_HO_GlassEyes;HO_Eye_Env;indexed4;32;32;1;5e8;200;rgba;838;40
CInventoryItemDef.Key_HO_GoldenEgg;HO_Gold_Egg;indexed8;128;128;1;21c;4000;rgba;426c;400
CInventoryItemDef.Key_HO_GoldenEgg;HO_Egg_Env;indexed8;64;64;1;4784;1000;rgba;57d4;400
CInventoryItemDef.Key_HO_Heart;HO_Doll_Heart;indexed8;64;128;1;220;2000;rgba;2270;400
CInventoryItemDef.Key_HO_Heart;HO_Doll_Env;indexed4;64;64;1;2788;800;rgba;2fd8;40
CInventoryItemDef.Key_HO_Intestine;HO_Doll_Intestines;indexed4;128;128;1;224;2000;rgba;2274;40
CInventoryItemDef.Key_HO_Intestine;HO_Doll_Env;indexed4;64;64;1;23ec;800;rgba;2c3c;40
CInventoryItemDef.Key_HO_Key;HO_key;indexed8;64;128;1;218;2000;rgba;2268;400
CInventoryItemDef.Key_HO_Key;HO_Eye_Env;indexed4;32;32;1;2780;200;rgba;29d0;40
CInventoryItemDef.Key_HO_Key2;HO_Key_2;indexed8;64;128;1;21c;2000;rgba;226c;400
CInventoryItemDef.Key_HO_Key2;HO_Key_Hoop;indexed4;64;64;1;2784;800;rgba;2fd4;40
CInventoryItemDef.Key_HO_Liver;HO_Doll_Liver;indexed4;128;128;1;220;2000;rgba;2270;40
CInventoryItemDef.Key_HO_Liver;HO_Doll_Env;indexed4;64;64;1;23e8;800;rgba;2c38;40
