fileName;textureName;format;width;height;mipmapCount;rasterPosition;rasterSize;paletteFormat;palettePosition;paletteSize
00000F7C;UI_Brightness5;indexed4;64;8;1;7798;100;rgba;7758;40
00000F7C;UI_MinusSymbol;indexed4;16;16;1;79a8;100;rgba;7968;40
00000F7C;UI_PlusSymbol;indexed4;16;16;1;7bb8;100;rgba;7b78;40
00000F7C;UI_PillIcon;indexed4;32;32;1;7dc8;200;rgba;7d88;40
00000F7C;UI_NewWaypoint;indexed4;32;32;1;80d8;200;rgba;8098;40
00000F7C;UI_LightFlare;indexed4;32;32;1;83e8;200;rgba;83a8;40
00000F7C;UI_NoRunningIcon;indexed4;32;32;1;86f8;200;rgba;86b8;40
00000F7C;UI_NoAccess;indexed4;64;64;1;8a08;800;rgba;89c8;40
00000F7C;UI_MemoryCard;indexed4;32;16;1;9318;100;rgba;92d8;40
00000F7C;UI_MemoryCardBox;indexed4;128;32;1;9528;800;rgba;94e8;40
00000F7C;UI_CameraViewFinderCorner;indexed4;32;32;1;9e38;200;rgba;9df8;40
00000F7C;UI_CarSeat;indexed4;32;32;1;a148;200;rgba;a108;40
00000F7C;UI_Scanlines;indexed4;4;256;1;a458;1000;rgba;a418;40
00000F7C;UI_KeyPickup;indexed4;64;32;1;b568;400;rgba;b528;40
00000F7C;UI_BoxCorner;indexed4;16;16;1;ba78;100;rgba;ba38;40
00000F7C;UI_ButtonSquare;indexed4;16;16;1;bc88;100;rgba;bc48;40
00000F7C;UI_ButtonCircle;indexed4;16;16;1;be98;100;rgba;be58;40
00000F7C;UI_ButtonX;indexed4;16;16;1;c0a8;100;rgba;c068;40
00000F7C;UI_ButtonTriangle;indexed4;16;16;1;c2b8;100;rgba;c278;40
00000F7C;UI_GestureCounterRing1;indexed4;16;8;1;c4c8;80;rgba;c488;40
00000F7C;UI_GestureCounterRing2;indexed4;8;16;1;c658;100;rgba;c618;40
00000F7C;UI_GestureOutlineRing;indexed4;64;64;1;c868;800;rgba;c828;40
00000F7C;UI_GestureRedCross;indexed4;16;16;1;d178;100;rgba;d138;40
00000F7C;UI_Wallpaper;indexed8;128;128;1;d748;4000;rgba;d348;400
00000F7C;UI_KeypadCallIcon;indexed8;16;32;1;11c18;200;rgba;11818;400
00000F7C;UI_IconVoiceandMail;indexed4;32;32;1;11f28;200;rgba;11ee8;40
00000F7C;UI_IconSave;indexed4;32;32;1;12238;200;rgba;121f8;40
00000F7C;UI_IconGame;indexed4;32;32;1;12548;200;rgba;12508;40
00000F7C;UI_Attachment;indexed8;16;32;1;12c18;200;rgba;12818;400
00000F7C;UI_KeypadButton;indexed4;64;32;1;12f28;400;rgba;12ee8;40
00000F7C;UI_Brightness4;indexed4;64;8;1;13438;100;rgba;133f8;40
00000F7C;UI_Brightness3;indexed4;64;8;1;13648;100;rgba;13608;40
00000F7C;UI_Brightness2;indexed4;64;8;1;13858;100;rgba;13818;40
00000F7C;UI_Brightness1;indexed4;64;8;1;13a68;100;rgba;13a28;40
00000F7C;UI_Brightness0;indexed4;64;8;1;13c78;100;rgba;13c38;40
00000F7C;UI_ButtonBar;indexed8;16;32;1;14248;200;rgba;13e48;400
00000F7C;UI_MapLocationArrow;indexed4;32;32;1;14558;200;rgba;14518;40
00000F7C;UI_MementoBoxIcon;indexed4;32;32;1;14868;200;rgba;14828;40
00000F7C;UI_PuzzlePrompt;indexed4;32;32;1;14b78;200;rgba;14b38;40
00000F7C;UI_MobileRingAlertIcon;indexed4;32;64;1;14e88;400;rgba;14e48;40
00000F7C;UI_MapDrawIcon;indexed4;32;32;1;15398;200;rgba;15358;40
00000F7C;UI_MapEraseIcon;indexed8;32;32;1;15a68;400;rgba;15668;400
00000F7C;UI_IncomingCallAnimPhone;indexed8;32;64;1;16338;800;rgba;15f38;400
00000F7C;UI_IncomingCallAnimDot;indexed4;8;8;1;16c48;80;rgba;16c08;40
00000F7C;UI_IncomingCallAnimArrow;indexed4;32;32;1;16dd8;200;rgba;16d98;40
00000F7C;UI_IconVoiceMail;indexed4;32;16;1;170e8;100;rgba;170a8;40
00000F7C;UI_IconSettings;indexed4;32;32;1;172f8;200;rgba;172b8;40
00000F7C;UI_IconPhoneBook;indexed4;32;32;1;17608;200;rgba;175c8;40
00000F7C;UI_IconMessages;indexed4;32;32;1;17918;200;rgba;178d8;40
00000F7C;UI_IconMap;indexed4;32;32;1;17c28;200;rgba;17be8;40
00000F7C;UI_IconGallery;indexed4;32;32;1;17f38;200;rgba;17ef8;40
00000F7C;UI_IconDial;indexed4;32;32;1;18248;200;rgba;18208;40
00000F7C;UI_IconCamera;indexed4;32;32;1;18558;200;rgba;18518;40
00000F7C;UI_GrabbedHandPointer;indexed4;32;32;1;18868;200;rgba;18828;40
00000F7C;UI_DefaultHandPointer;indexed4;32;32;1;18b78;200;rgba;18b38;40
00000F7C;UI_CameraSaveIcon;indexed4;16;16;1;18e88;100;rgba;18e48;40
00000F7C;UI_ButtonMashArrow;indexed4;16;16;1;19098;100;rgba;19058;40
00000F7C;UI_Button;indexed4;128;128;1;192a8;2000;rgba;19268;40
00000F7C;UI_BatteryLevelEmpty;indexed4;32;16;1;1b3b8;100;rgba;1b378;40
00000F7C;UI_BatteryLevel100Percent;indexed4;32;16;1;1b5c8;100;rgba;1b588;40
00000F7C;UI_BatteryLevel75Percent;indexed4;32;16;1;1b7d8;100;rgba;1b798;40
00000F7C;UI_BatteryLevel50Percent;indexed4;32;16;1;1b9e8;100;rgba;1b9a8;40
00000F7C;UI_BatteryLevel25Percent;indexed4;32;16;1;1bbf8;100;rgba;1bbb8;40
00000F7C;UI_ArrowBlack;indexed4;16;32;1;1be08;200;rgba;1bdc8;40
00000F7C;UI_8x8White;indexed4;8;8;1;1c118;80;rgba;1c0d8;40
00000F7C;UI_8x8;indexed4;8;8;1;1c2a8;80;rgba;1c268;40
00000F7C;UI_TwistPointer;indexed4;64;64;1;1c438;800;rgba;1c3f8;40
00000F7C;UI_TextMessageNotification;indexed8;32;32;1;1d108;400;rgba;1cd08;400
00000F7C;UI_SignalStrengthNoSignal;rgba16;32;16;1;1d5d8;400;none;0;0
00000F7C;UI_SignalStrength100Percent;rgba16;32;16;1;1daa8;400;none;0;0
00000F7C;UI_SignalStrength75Percent;rgba16;32;16;1;1df78;400;none;0;0
00000F7C;UI_SignalStrength50Percent;rgba16;32;16;1;1e448;400;none;0;0
00000F7C;UI_SignalStrength25Percent;rgba16;32;16;1;1e918;400;none;0;0
00000F7C;UI_ScrollingArrows;indexed4;16;16;1;1ee28;100;rgba;1ede8;40
00000F7C;UI_ReadytoGrabPointer;indexed4;32;32;1;1f038;200;rgba;1eff8;40
00000F7C;UI_PushButtonPointer;indexed4;32;32;1;1f348;200;rgba;1f308;40
00000F7C;UI_PauseIcon;indexed4;64;32;1;1f658;400;rgba;1f618;40
00000F7C;UI_MoreInfoArrows;indexed4;16;16;1;1fb68;100;rgba;1fb28;40
00000F7C;UI_MobileOutGoingCallIcon;indexed4;32;32;1;1fd78;200;rgba;1fd38;40
00000F7C;UI_MobileGalleryPhotoFrame;indexed4;128;128;1;20088;2000;rgba;20048;40
00000F7C;UI_MenuCursor;indexed4;32;32;1;22198;200;rgba;22158;40
00000F7C;UI_LookIcon;indexed4;64;32;1;224a8;400;rgba;22468;40
00000F7C;UI_KeypadStar;indexed4;32;32;1;229b8;200;rgba;22978;40
00000F7C;UI_KeypadHash;indexed4;32;32;1;22cc8;200;rgba;22c88;40
00000F7C;UI_KeypadDelete;indexed4;32;32;1;22fd8;200;rgba;22f98;40
00000F7C;UI_KepadHilight;indexed4;128;16;1;232e8;400;rgba;232a8;40
00000F7C;UI_IngameCursor;indexed4;32;32;1;237f8;200;rgba;237b8;40
00019F3D;CH_DrK_Eye;indexed8;64;64;1;5a0;1000;rgba;1a0;400
00019F3D;CH_DrK_Body;indexed8;256;256;1;1a70;10000;rgba;1670;400
00019F3D;CH_DrK_Coat;indexed8;256;256;1;11f40;10000;rgba;11b40;400
00019F3D;CH_Dr_K_Button;indexed8;32;32;1;22410;400;rgba;22010;400
00019F3D;CH_DrK_Head;indexed8;256;256;1;22ce0;10000;rgba;228e0;400
00019F3D;CH_Dr_K_Hair;indexed8;64;128;1;331b0;2000;rgba;32db0;400
00511E76;EN_RT_AB_mexiflag_b_PS2;indexed4;128;128;1;178;2000;rgba;138;40
00511E76;EN_RT_AB_extrajukebox_b05_PS2;indexed4;128;128;1;2288;2000;rgba;2248;40
00511E76;EN_RT_AB_extrajukebox_b04_PS2;indexed4;256;64;1;4398;2000;rgba;4358;40
00511E76;EN_RT_AB_extrajukebox_b03_PS2;indexed4;64;256;1;64a8;2000;rgba;6468;40
00511E76;EN_RT_AB_extrajukebox_b02_PS2;indexed4;128;128;1;85b8;2000;rgba;8578;40
00511E76;EN_RT_AB_extrajukebox_b01_PS2;indexed4;128;128;1;a6c8;2000;rgba;a688;40
00511E76;EN_RT_AB_ext_bunting_b_PS2;indexed4;128;128;1;c7d8;2000;rgba;c798;40
00511E76;EN_RT_AB_wed_bunting_b_PS2;indexed4;128;128;1;e8e8;2000;rgba;e8a8;40
00511E76;EN_RT_AB_introvjukebox_b_PS2;indexed4;256;256;1;109f8;8000;rgba;109b8;40
00511E76;EN_RT_AB_bridejukebox_b03_PS2;indexed4;128;256;1;18b88;4000;rgba;18b48;40
00511E76;EN_RT_AB_bridejukebox_b02_PS2;indexed4;128;128;1;1cc98;2000;rgba;1cc58;40
00511E76;EN_RT_AB_bridejukebox_b01_PS2;indexed4;128;256;1;1eda8;4000;rgba;1ed68;40
00511E76;EN_RT_AB_beerpump_b_PS2;indexed4;128;128;1;22eb8;2000;rgba;22e78;40
00511E76;CH_PR_EN_sEnvMap;indexed4;128;128;1;25448;2000;rgba;25408;40
00511E76;FX_IGC_22_4;indexed4;128;128;1;27558;2000;rgba;27518;40
00511E76;FX_IGC_42_Cake;indexed4;128;128;1;29668;2000;rgba;29628;40
00511E76;FX_DrK_LIghtGlow;indexed4;128;128;1;2b778;2000;rgba;2b738;40
00511E76;EN_RT_AB_wall_k02_PSP;indexed4;128;128;1;2d888;2000;rgba;2d848;40
00511E76;EN_RT_AB_wall_k01_PSP;indexed4;128;128;1;2f998;2000;rgba;2f958;40
00511E76;EN_RT_AB_wall_dirt_k02_PSP;indexed4;128;128;1;31aa8;2000;rgba;31a68;40
00511E76;EN_RT_AB_wall_dirt_k01_PSP;indexed4;128;128;1;33bb8;2000;rgba;33b78;40
00511E76;EN_RT_AB_wall_2_k_PSP;indexed4;128;128;1;35d48;2000;rgba;35d08;40
00511E76;EN_RT_AB_radiator_k02_PSP;indexed4;128;128;1;37e58;2000;rgba;37e18;40
00511E76;EN_RT_AB_radiator_k01_PSP;indexed4;256;32;1;39f68;1000;rgba;39f28;40
00511E76;EN_RT_AB_neon2_k02_PSP;indexed4;128;128;1;3b078;2000;rgba;3b038;40
00511E76;EN_RT_AB_wall_k02_e_PSP;indexed4;128;128;1;3d188;2000;rgba;3d148;40
00511E76;EN_RT_AB_motorpic_k07_PSP;indexed4;128;128;1;3f298;2000;rgba;3f258;40
00511E76;EN_RT_AB_motorpic_k06_PSP;indexed4;128;64;1;413a8;1000;rgba;41368;40
00511E76;EN_RT_AB_motorpic_k05_PSP;indexed4;128;128;1;424b8;2000;rgba;42478;40
00511E76;EN_RT_AB_motorpic_k04_PSP;indexed4;128;128;1;445c8;2000;rgba;44588;40
00511E76;EN_RT_AB_motorpic_k03_PSP;indexed4;128;128;1;466d8;2000;rgba;46698;40
00511E76;EN_RT_AB_motorpic_k01_PSP;indexed4;128;128;1;487e8;2000;rgba;487a8;40
00511E76;EN_RT_AB_molding_k_PSP;indexed4;128;128;1;4a8f8;2000;rgba;4a8b8;40
00511E76;EN_RT_AB_lamp_k_PSP;indexed4;128;128;1;4ca08;2000;rgba;4c9c8;40
00511E76;EN_RT_AB_glass2_k_PSP;indexed8;64;64;1;4eed8;1000;rgba;4ead8;400
00511E76;EN_RT_AB_glass1_k_PSP;indexed4;64;64;1;4ffe8;800;rgba;4ffa8;40
00511E76;EN_RT_AB_gear_k_PSP;indexed4;128;128;1;508f8;2000;rgba;508b8;40
00511E76;EN_RT_AB_fridge_k_PSP;indexed4;128;128;1;52a08;2000;rgba;529c8;40
00511E76;EN_RT_AB_floor_k_PSP;indexed4;128;128;1;54b98;2000;rgba;54b58;40
00511E76;EN_RT_AB_floor_dirt_k_PSP;indexed4;256;32;1;56ca8;1000;rgba;56c68;40
00511E76;EN_RT_AB_drinks_k_PSP;indexed4;128;128;1;57db8;2000;rgba;57d78;40
00511E76;EN_RT_AB_cracked_posters_k_PSP;indexed4;128;128;1;59ec8;2000;rgba;59e88;40
00511E76;EN_RT_AB_ceiling_k_PSP;indexed4;128;128;1;5bfd8;2000;rgba;5bf98;40
00511E76;EN_RT_AB_ceiling_dirt_k_PSP;indexed4;128;128;1;5e0e8;2000;rgba;5e0a8;40
00511E76;EN_RT_AB_cash_register_k_PSP;indexed4;128;128;1;601f8;2000;rgba;601b8;40
00511E76;EN_RT_AB_bigcarpet_e_k_PSP;indexed4;128;16;1;62428;400;rgba;623e8;40
00511E76;EN_RT_AB_bigcarpet_dirt_k_PSP;indexed4;128;128;1;62938;2000;rgba;628f8;40
00511E76;EN_RT_AB_beers_k_PSP;indexed4;128;128;1;64a48;2000;rgba;64a08;40
00511E76;EN_RT_AB_beers_glass_k_PSP;indexed4;128;128;1;66b58;2000;rgba;66b18;40
00511E76;EN_RT_AB_beerpump_k_PSP;indexed4;128;128;1;68c68;2000;rgba;68c28;40
00511E76;EN_RT_AB_bar_k02_PSP;indexed4;128;128;1;6ad78;2000;rgba;6ad38;40
00511E76;EN_RT_AB_bar_k01_PSP;indexed4;64;128;1;6ce88;1000;rgba;6ce48;40
00511E76;EN_RT_AB_doorbot_PSP;indexed4;128;128;1;6e0b8;2000;rgba;6e078;40
00511E76;EN_RT_AB_doortop_PSP;indexed4;128;128;1;701c8;2000;rgba;70188;40
00511E76;EN_RT_AB_radiator_k03_PSP;indexed4;128;128;1;722d8;2000;rgba;72298;40
0073D365;EN_IT_SB_WindowNeon_PSY1of2_PSP;indexed8;256;128;1;538;8000;rgba;138;400
008B12F4;PR_HM_Flare_PSP;indexed8;64;64;1;538;1000;rgba;138;400
008B12F4;PR_HM_Flare_emergency;rgba16;16;64;1;1608;800;none;0;0
008B12F4;PR_HM_Flare_Indicator;indexed4;32;64;1;1f18;400;rgba;1ed8;40
008B12F4;FX_EN_Glow_red;indexed4;32;32;1;2428;200;rgba;23e8;40
008B12F4;EN_HOL_Corri_Paint_J_A3_PSP;indexed4;128;128;1;2738;2000;rgba;26f8;40
008B12F4;EN_HOL_Corri_Paint_J_A4_PSP;indexed4;128;128;1;4848;2000;rgba;4808;40
00AC0AED;EN_ME_PterodactylToy_Ingame;indexed4;128;128;1;1d8;2000;rgba;198;40
00C15FC7;FX_IT_SnowFlake;rgba16;32;32;1;138;800;none;0;0
00C15FC7;FX_EN_Glow;indexed4;8;8;1;a48;80;rgba;a08;40
00C15FC7;FX_Flare_Stack2;indexed4;64;256;1;bd8;2000;rgba;b98;40
00C15FC7;FX_IGC_25_3_RadioKnob;rgba16;32;32;1;2ca8;800;none;0;0
00C15FC7;FX_WiperBlades;indexed4;64;16;1;35b8;200;rgba;3578;40
00C15FC7;fx_SUV_Windcreen_snow;indexed4;64;64;1;38c8;800;rgba;3888;40
00C15FC7;FX_Star_BW;indexed4;32;32;1;41d8;200;rgba;4198;40
00C15FC7;FX_SUV_Dash;indexed8;64;128;1;48a8;2000;rgba;44a8;400
00C15FC7;FX_IGC_25_SUVHeadlight;indexed4;32;32;1;69b8;200;rgba;6978;40
00C2612A;EN_FT_OpaqueIce_A_Diff_2;indexed4;128;128;1;178;2000;rgba;138;40
00C2612A;EN_IT_pack_c_PSP;indexed4;256;64;1;2288;2000;rgba;2248;40
00C2612A;EN_IT_metalcontainer_c_PSP;indexed4;128;128;1;4398;2000;rgba;4358;40
00C2612A;EN_IT_concrete_c04_PSP;indexed4;256;64;1;64a8;2000;rgba;6468;40
00C2612A;EN_IT_concrete_c03_PSP;indexed4;256;64;1;85b8;2000;rgba;8578;40
00C2612A;EN_IT_concrete_c02_PSP;indexed4;256;64;1;a6c8;2000;rgba;a688;40
00C2612A;EN_IT_concrete_c01_PSP;indexed4;256;64;1;c7d8;2000;rgba;c798;40
00C2612A;EN_IT_SW_metalPart_c02_PSP;indexed4;256;64;1;e8e8;2000;rgba;e8a8;40
00C2612A;EN_IT_SW_metalPart_c01_PSP;indexed4;256;64;1;109f8;2000;rgba;109b8;40
00C2612A;EN_IT_RSA_FarBuilding_c02_PSP;indexed4;128;128;1;12b08;2000;rgba;12ac8;40
00C2612A;EN_IT_RSA_FarBuilding_c01_PSP;indexed4;128;128;1;14c18;2000;rgba;14bd8;40
00C2612A;EN_IT_RSA_FConcreteWall_c04_PSP;indexed4;256;64;1;16d28;2000;rgba;16ce8;40
00C2612A;EN_IT_RSA_FConcreteWall_c03_PSP;indexed4;256;64;1;18eb8;2000;rgba;18e78;40
00C2612A;EN_IT_RSA_FConcreteWall_c02_PSP;indexed4;256;64;1;1afc8;2000;rgba;1af88;40
00C2612A;EN_IT_RSA_FConcreteWall_c01_PSP;indexed4;256;64;1;1d0d8;2000;rgba;1d098;40
00C2612A;EN_IT_RSA_FBrickWall_sm_c04_PSP;indexed4;256;64;1;1f1e8;2000;rgba;1f1a8;40
00C2612A;EN_IT_RSA_FBrickWall_sm_c03_PSP;indexed4;256;64;1;212f8;2000;rgba;212b8;40
00C2612A;EN_IT_RSA_FBrickWall_sm_c02_PSP;indexed4;256;64;1;23408;2000;rgba;233c8;40
00C2612A;EN_IT_RSA_FBrickWall_sm_c01_PSP;indexed4;256;64;1;25518;2000;rgba;254d8;40
00C2612A;EN_IT_LoungeWindow_outs_c02_PSP;indexed4;128;128;1;27628;2000;rgba;275e8;40
00C2612A;EN_IT_LoungeWindow_outs_c01_PSP;indexed4;128;128;1;29738;2000;rgba;296f8;40
00C2612A;EN_IT_Grave_tree_c_PSP;indexed4;128;128;1;2b848;2000;rgba;2b808;40
00C2612A;EN_FT_woodgreen_c_PSP;indexed4;256;64;1;2d958;2000;rgba;2d918;40
00C2612A;EN_FT_wood01icepaint_2_c02_PSP;indexed4;128;128;1;2fa68;2000;rgba;2fa28;40
00C2612A;EN_FT_wood01icepaint_2_c01_PSP;indexed4;128;128;1;31b78;2000;rgba;31b38;40
00C2612A;EN_FT_wood01_3_c_PSP;indexed4;128;128;1;33c88;2000;rgba;33c48;40
00C2612A;EN_FT_wallforhouse2_c02_PSP;indexed4;128;128;1;35d98;2000;rgba;35d58;40
00C2612A;EN_FT_wallforhouse2_c01_PSP;indexed4;128;128;1;37f28;2000;rgba;37ee8;40
00C2612A;EN_FT_walledge_c_PSP;indexed4;128;128;1;3a038;2000;rgba;39ff8;40
00C2612A;EN_FT_wall13_c_PSP;indexed4;128;128;1;3c148;2000;rgba;3c108;40
00C2612A;EN_FT_wall11_c02_PSP;indexed4;128;128;1;3e258;2000;rgba;3e218;40
00C2612A;EN_FT_wall11_c01_PSP;indexed4;128;128;1;40368;2000;rgba;40328;40
00C2612A;EN_FT_wall10_2_c02_PSP;indexed4;128;128;1;42478;2000;rgba;42438;40
00C2612A;EN_FT_wall10_2_c01_PSP;indexed4;128;128;1;44588;2000;rgba;44548;40
00C2612A;EN_FT_wall09_c_PSP;indexed4;128;128;1;46698;2000;rgba;46658;40
00C2612A;EN_FT_rust01_c_PSP;indexed4;128;128;1;487a8;2000;rgba;48768;40
00C2612A;EN_FT_rooftile_c_PSP;indexed4;256;64;1;4a8b8;2000;rgba;4a878;40
00C2612A;EN_FT_metal3_c_PSP;indexed4;128;32;1;4c9c8;800;rgba;4c988;40
00C2612A;EN_FT_groundarg4_c_PSP;indexed4;128;128;1;4d2d8;2000;rgba;4d298;40
00C2612A;EN_FT_groundarg42_c_PSP;indexed4;64;256;1;4f3e8;2000;rgba;4f3a8;40
00C2612A;EN_FT_groundarg3_2sm_c_PSP;indexed4;128;128;1;514f8;2000;rgba;514b8;40
00C2612A;EN_FT_frozenwindow_c_PSP;indexed4;64;256;1;53608;2000;rgba;535c8;40
00C2612A;EN_FT_floor5a_c_PSP;indexed4;64;256;1;55718;2000;rgba;556d8;40
00C2612A;EN_FT_floor1bblend_2_c02_PSP;indexed4;256;64;1;578a8;2000;rgba;57868;40
00C2612A;EN_FT_floor1bblend_2_c01_PSP;indexed4;256;64;1;599b8;2000;rgba;59978;40
00C2612A;EN_FT_fence_concrete_c02_PSP;indexed4;128;128;1;5bac8;2000;rgba;5ba88;40
00C2612A;EN_FT_fence_concrete_c01_PSP;indexed4;128;128;1;5dbd8;2000;rgba;5db98;40
00C2612A;EN_FT_fence_2_c_PSP;indexed4;64;256;1;5fce8;2000;rgba;5fca8;40
00C2612A;EN_FT_dumpster_3_c_PSP;indexed4;64;256;1;61df8;2000;rgba;61db8;40
00C2612A;EN_FT_brickice2_c_PSP;indexed4;128;128;1;63f08;2000;rgba;63ec8;40
00C2612A;EN_FT_bark_c_PSP;indexed4;64;256;1;66018;2000;rgba;65fd8;40
00C2612A;EN_FT_Plobby_wall4_blue_c04_PSP;indexed4;128;128;1;68128;2000;rgba;680e8;40
00C2612A;EN_FT_Plobby_wall4_blue_c03_PSP;indexed4;128;128;1;6a238;2000;rgba;6a1f8;40
00C2612A;EN_FT_Plobby_wall4_blue_c02_PSP;indexed4;128;128;1;6c348;2000;rgba;6c308;40
00C2612A;EN_FT_Plobby_wall4_blue_c01_PSP;indexed4;128;128;1;6e458;2000;rgba;6e418;40
00C2612A;EN_FT_OpaqueIce_A_Diff_2_c_PSP;indexed4;128;128;1;70568;2000;rgba;70528;40
00C2612A;EN_PR_Fakeroutes_ice2_psp;indexed4;128;128;1;72678;2000;rgba;72638;40
00C2612A;EN_PR_Fakeroutes_ice_psp;indexed4;128;128;1;74788;2000;rgba;74748;40
011BB847;EN_FT_Ice_FR_01_PSP;indexed4;128;128;1;178;2000;rgba;138;40
015437A1;EN_DT_GR_GLPS2__PSY2of3;indexed4;256;256;1;178;8000;rgba;138;40
017AE451;FX_IT_Skydome_b;indexed8;32;256;1;538;2000;rgba;138;400
017AE451;FX_IT_Skydome_alpha_01;indexed4;256;256;1;2648;8000;rgba;2608;40
017AE451;EN_IT_RSA_FBrickFloor2_e02_PSP;indexed4;128;128;1;a758;2000;rgba;a718;40
017AE451;EN_ITF_Door_Emmisive_Edge;indexed4;64;512;1;c868;4000;rgba;c828;40
017AE451;PR_Ice_EnvMap_NoAlpha;indexed4;32;32;1;10978;200;rgba;10938;40
017AE451;PR_EN_IceCorner_Diff;indexed4;128;128;1;10c88;2000;rgba;10c48;40
017AE451;EN_FT_door_b01_PSP;indexed4;128;128;1;12d98;2000;rgba;12d58;40
017AE451;EN_FT_door_b02_PSP;indexed4;128;128;1;14ea8;2000;rgba;14e68;40
019B6926;PR_CJ3_JO_Snow_PSP;indexed4;128;128;1;178;2000;rgba;138;40
019B6926;FX_ST_Water1_Spec;indexed4;256;256;1;2288;8000;rgba;2248;40
019B6926;FX_ST_Water1_Reflect_brown;indexed4;256;256;1;a398;8000;rgba;a358;40
019B6926;PR_WO_bark03_k_PSP;indexed4;128;128;1;12528;2000;rgba;124e8;40
019B6926;PR_WO_Grass_k_PSP;indexed4;128;128;1;14638;2000;rgba;145f8;40
019B6926;EN_WO_BHH_Branches05_k_PSP;indexed4;64;128;1;16748;1000;rgba;16708;40
019B6926;EN_WO_BHH_Tree03_k_PSP;indexed4;128;128;1;17858;2000;rgba;17818;40
019B6926;EN_ME_WritersPen_InGame;indexed4;128;128;1;19968;2000;rgba;19928;40
019B6926;FX_WiperBlades;indexed4;64;16;1;1ba78;200;rgba;1ba38;40
019B6926;FX_IGC_01_Snow;indexed4;64;64;1;1bd88;800;rgba;1bd48;40
019B6926;FX_Johns_Car_DashLightsbmp;indexed4;256;128;1;1c698;4000;rgba;1c658;40
019B6926;FX_IT_SnowFlake;rgba16;32;32;1;20768;800;none;0;0
019B6926;FX_IT_Skydome_alpha_01;indexed4;256;256;1;21078;8000;rgba;21038;40
019B6926;EN_CJ3_JO_ConcreteWall06_PSP;indexed4;128;128;1;29188;2000;rgba;29148;40
019B6926;EN_CJ3_JO_ConcreteWall05_PSP;indexed4;128;128;1;2b298;2000;rgba;2b258;40
019B6926;EN_CJ3_JO_searoad_PSP;indexed4;64;128;1;2d428;1000;rgba;2d3e8;40
019B6926;EN_CJ3_JO_BrokenWall03_PSP;indexed4;128;128;1;2e538;2000;rgba;2e4f8;40
019B6926;EN_CJ3_JO_floor1_I_PSP;indexed8;128;128;1;30a08;4000;rgba;30608;400
019B6926;EN_CJ3_JO_Roadlg01_PSP;indexed4;128;128;1;34b18;2000;rgba;34ad8;40
019B6926;EN_CJ3_JO_billboard03_PSP;indexed4;128;128;1;36c28;2000;rgba;36be8;40
019B6926;EN_CJ3_JO_billboard01_PSP;indexed4;128;128;1;38d38;2000;rgba;38cf8;40
019B6926;EN_CJ3_JO_RustyIron_PSP;indexed4;64;128;1;3ae48;1000;rgba;3ae08;40
019B6926;EN_CJ3_JO_LG02_PSP;indexed4;128;64;1;3bf58;1000;rgba;3bf18;40
019B6926;EN_CJ3_JO_ConcreteWall03_PSP;indexed4;128;128;1;3d068;2000;rgba;3d028;40
019B6926;EN_CJ3_JO_BrokenWall08_PSP;indexed4;128;128;1;3f178;2000;rgba;3f138;40
019B6926;EN_CJ3_JO_BrokenWall07_PSP;indexed4;128;128;1;41288;2000;rgba;41248;40
