fileHash;textureName;format;width;height;mipmapCount;rasterPosition;rasterSize;paletteFormat;palettePosition;paletteSize
00000F7C;UI_PushPullArrow;c8;32;16;1;1f448;200;rgb5a3;1f244;200
00000F7C;UI_MementoBoxIcon;c4;64;32;1;1f6f8;400;rgb5a3;1f6d4;20
00000F7C;UI_MobileMapObjectiveMarker;c8;8;16;1;1fd88;80;rgb5a3;1fb84;200
00000F7C;UI_MobileMapObjectiveIcon;c4;32;32;1;1feb8;200;rgb5a3;1fe94;20
00000F7C;UI_MapDrawIcon;c8;64;64;1;20348;1000;rgb5a3;20144;200
00000F7C;UI_MapEraseIcon;c8;32;32;1;215d8;400;rgb5a3;213d4;200
00000F7C;UI_MapScrollingArrow;c4;32;128;1;21a88;800;rgb5a3;21a64;20
00000F7C;UI_MapLocationArrow;c4;32;32;1;22338;200;rgb5a3;22314;20
00000F7C;UI_PuzzlePrompt;c4;64;64;1;225e8;800;rgb5a3;225c4;20
00000F7C;UI_KeypadCallIcon;c8;16;32;1;23078;200;rgb5a3;22e74;200
00000F7C;UI_KeypadButton;c4;64;32;1;23328;400;rgb5a3;23304;20
00000F7C;UI_MobileOutGoingCallIcon;c4;32;32;1;237d8;200;rgb5a3;237b4;20
00000F7C;UI_CameraSaveIcon;c4;32;32;1;23a88;200;rgb5a3;23a64;20
00000F7C;UI_8x8;c4;8;8;1;23d38;20;rgb565;23d14;20
00000F7C;UI_MobileRingAlertIcon;c4;32;64;1;23e08;400;rgb5a3;23de4;20
00000F7C;UI_IncomingCallAnimPhone;c4;32;64;1;242b8;400;rgb5a3;24294;20
00000F7C;UI_IncomingCallAnimDot;c4;8;8;1;24768;20;rgb5a3;24744;20
00000F7C;UI_PlayVoiceMailIcon;c4;32;32;1;24838;200;rgb5a3;24814;20
00000F7C;UI_Attachment;c8;16;32;1;24cc8;200;rgb5a3;24ac4;200
00000F7C;UI_MoreInfoArrows;c4;32;32;1;24f78;200;rgb5a3;24f54;20
00000F7C;UI_ReadMessage;c4;32;32;1;25228;200;rgb5a3;25204;20
00000F7C;UI_ScrollingArrows;c4;32;32;1;254d8;200;rgb5a3;254b4;20
00000F7C;UI_UnreadMessage;c4;32;16;1;25788;100;rgb5a3;25764;20
00000F7C;UI_TextMessageNotification;c8;64;64;1;25b18;1000;rgb5a3;25914;200
00000F7C;UI_IconVoiceMail;c4;64;32;1;26bc8;400;rgb5a3;26ba4;20
00000F7C;UI_IconSettings;c4;32;32;1;27078;200;rgb5a3;27054;20
00000F7C;UI_IconPhoneBook;c4;32;32;1;27328;200;rgb5a3;27304;20
00000F7C;UI_IconMessages;c4;32;32;1;275d8;200;rgb5a3;275b4;20
00000F7C;UI_IconMap;c4;32;32;1;27888;200;rgb5a3;27864;20
00000F7C;UI_IconGallery;c4;32;32;1;27b38;200;rgb5a3;27b14;20
00000F7C;UI_IconDial;c4;32;32;1;27de8;200;rgb5a3;27dc4;20
00000F7C;UI_IconCamera;c4;32;32;1;28098;200;rgb5a3;28074;20
00000F7C;UI_MainMenuButton;c8;64;64;1;28528;1000;rgb5a3;28324;200
00000F7C;UI_BatteryLevel25Percent;c4;32;16;1;295d8;100;rgb5a3;295b4;20
00000F7C;UI_BatteryLevel50Percent;c4;32;16;1;29788;100;rgb5a3;29764;20
00000F7C;UI_BatteryLevel75Percent;c4;32;16;1;29938;100;rgb5a3;29914;20
00000F7C;UI_BatteryLevelEmpty;c4;32;16;1;29ae8;100;rgb5a3;29ac4;20
00000F7C;UI_BatteryLevel100Percent;c4;32;16;1;29c98;100;rgb5a3;29c74;20
00000F7C;UI_SignalStrength50Percent;c4;32;16;1;29e48;100;rgb5a3;29e24;20
00000F7C;UI_SignalStrength25Percent;c4;32;16;1;29ff8;100;rgb5a3;29fd4;20
00000F7C;UI_SignalStrengthNoSignal;c4;32;16;1;2a1a8;100;rgb5a3;2a184;20
00000F7C;UI_SignalStrength100Percent;c4;32;16;1;2a358;100;rgb5a3;2a334;20
00000F7C;UI_SignalStrength75Percent;c4;32;16;1;2a508;100;rgb5a3;2a4e4;20
00000F7C;UI_LookIcon;c8;64;32;1;2a898;800;rgb5a3;2a694;200
00000F7C;UI_Inputlost;c4;32;32;1;2b148;200;rgb5a3;2b124;20
00000F7C;UI_IngameCursor;c8;32;32;1;2b5d8;400;rgb5a3;2b3d4;200
00000F7C;UI_PushButtonPointer;c8;32;32;1;2bc68;400;rgb5a3;2ba64;200
00000F7C;UI_MenuCursor;c8;32;32;1;2c2f8;400;rgb5a3;2c0f4;200
00000F7C;UI_GrabbedHandPointer;c4;32;32;1;2c7a8;200;rgb5a3;2c784;20
00000F7C;UI_DefaultHandPointer;c4;32;32;1;2ca58;200;rgb5a3;2ca34;20
00000F7C;UI_TwistPointer;c8;64;64;1;2cee8;1000;rgb5a3;2cce4;200
00000F7C;UI_ReadytoGrabPointer;c8;32;32;1;2e178;400;rgb5a3;2df74;200
00019F3D;CH_DrK_Hand;dxt1;256;256;4;160;aa00;none;0;0
00019F3D;CH_DrK_Cloth;dxt1;512;512;4;abf0;2a800;none;0;0
00019F3D;CH_DrK_Jacket;dxt1;512;512;4;35480;2a800;none;0;0
00019F3D;CH_DrK_Head;dxt1;512;512;4;5fd10;2a800;none;0;0
00019F3D;CH_DrK_Hair;rgb5a3;256;256;4;8a5a0;2a800;none;0;0
00511E76;EN_RT_AB_wed_bunting;rgb5a3;256;128;4;f8;15400;none;0;0
00511E76;EN_RT_AB_bridejukebox;dxt1;512;512;4;15588;2a800;none;0;0
00511E76;EN_RT_AB_neon2;rgb5a3;256;256;4;3fe98;2a800;none;0;0
00511E76;EN_RT_AB_mexiflag;dxt1;256;256;4;6a728;aa00;none;0;0
00511E76;EN_RT_AB_extrajukebox;dxt1;512;512;4;751b8;2a800;none;0;0
00511E76;EN_RT_AB_ext_bunting;rgb5a3;256;128;4;9fa48;15400;none;0;0
00511E76;EN_RT_AB_Lightmap_bride;dxt1;1024;1024;1;b4f58;80000;none;0;0
00511E76;EN_RT_AB_introvjukebox;dxt1;512;512;4;135068;2a800;none;0;0
00511E76;CH_PR_EN_sEnvMap;dxt1;128;128;4;15fd18;2a80;none;0;0
00511E76;FX_IGC_22_4;dxt1;128;128;4;162828;2a80;none;0;0
00511E76;FX_IGC_42_Cake;dxt1;256;256;4;165338;aa00;none;0;0
00511E76;EN_RT_AB_bigcarpet_dirt;dxt1;256;256;4;16fdc8;aa00;none;0;0
00511E76;EN_RT_AB_bigcarpet_e;dxt1;256;16;4;17a858;b80;none;0;0
00511E76;EN_RT_AB_bigcarpet;dxt1;256;256;4;17b468;aa00;none;0;0
00511E76;EN_RT_AB_beers;dxt1;128;128;4;185ef8;2a80;none;0;0
00511E76;EN_RT_AB_beerpump;dxt1;256;256;4;188a08;aa00;none;0;0
00511E76;EN_RT_AB_wheel;rgba;128;128;4;193518;15400;none;0;0
00511E76;EN_RT_AB_wall_dirt;dxt1;512;512;4;1a89a8;2a800;none;0;0
00511E76;EN_RT_AB_wall_2;dxt1;512;256;4;1d3238;15400;none;0;0
00511E76;EN_RT_AB_wall;dxt1;512;512;4;1e86c8;2a800;none;0;0
00511E76;EN_RT_AB_shaker;dxt1;128;256;4;212fd8;5500;none;0;0
00511E76;EN_RT_AB_radiator;dxt1;512;512;4;218568;2a800;none;0;0
00511E76;EN_RT_AB_cracked_posters;rgb5a3;256;256;4;242ea8;2a800;none;0;0
00511E76;EN_RT_AB_motorparts;dxt1;256;256;4;26d7b8;aa00;none;0;0
00511E76;EN_RT_AB_motor_2;dxt1;256;256;4;278248;aa00;none;0;0
00511E76;EN_RT_AB_motor_1;dxt1;256;256;4;282cd8;aa00;none;0;0
00511E76;EN_RT_AB_molding;dxt1;512;128;4;28d768;aa00;none;0;0
00511E76;EN_RT_AB_lamp;dxt1;128;256;4;2981f8;5500;none;0;0
00511E76;EN_RT_AB_motorpic;dxt1;512;512;4;29d788;2a800;none;0;0
00511E76;EN_RT_AB_bar;dxt1;512;512;4;2c8098;2a800;none;0;0
00511E76;EN_RT_AB_glass2;rgba;64;64;4;2f29d8;5500;none;0;0
00511E76;EN_RT_AB_glass1;rgba;128;64;4;2f7f68;aa00;none;0;0
00511E76;EN_RT_AB_beers_glass;dxt1;256;256;4;3029f8;aa00;none;0;0
00511E76;EN_RT_AB_gear;rgba;128;128;4;30d488;15400;none;0;0
00511E76;EN_RT_AB_fridge;dxt1;256;128;4;322998;5500;none;0;0
00511E76;EN_RT_AB_floor_dirt;dxt1;512;64;4;327f28;5500;none;0;0
00511E76;EN_RT_AB_floor;dxt1;512;512;4;32d4b8;2a800;none;0;0
00511E76;EN_RT_AB_fireexti;dxt1;256;256;4;357d48;aa00;none;0;0
00511E76;EN_RT_AB_drinks;dxt1;256;256;4;3627d8;aa00;none;0;0
00511E76;EN_RT_AB_ceiling_dirt2;dxt1;256;256;4;36d268;aa00;none;0;0
00511E76;EN_RT_AB_ceiling_dirt;dxt1;256;256;4;377cf8;aa00;none;0;0
00511E76;EN_RT_AB_ceiling;dxt1;256;256;4;382788;aa00;none;0;0
00511E76;EN_RT_AB_cash_register;dxt1;256;256;4;38d218;aa00;none;0;0
00511E76;EN_RT_AB_ashtray;dxt1;128;128;4;397d58;2a80;none;0;0
005E2004;EN_SC_GY_Lightmap_ENERG;dxt1;1024;1024;1;f8;80000;none;0;0
008B12F4;PR_HM_Flare_RVL;dxt1;128;128;4;f8;2a80;none;0;0
008B12F4;PR_HM_Flare_emergency;rgba;32;128;4;2c08;5500;none;0;0
008B12F4;PR_HM_Flare_Indicator;dxt1;128;256;4;8198;5500;none;0;0
008B12F4;FX_EN_Glow_red;dxt1;64;64;4;d728;aa0;none;0;0
008B12F4;PR_EN_IceShortStraight_Nrm;rgba;256;256;4;e258;55000;none;0;0
00AC0AED;EN_ME_PterodactylToy_Ingame;dxt1;256;256;4;158;aa00;none;0;0
00C15FC7;FX_Flare_Stack2;dxt1;64;256;4;f8;2a80;none;0;0
00C15FC7;CH_SUV_06;dxt1;256;512;4;2c08;15400;none;0;0
00C15FC7;FX_Star_BW;dxt1;128;128;4;18098;2a80;none;0;0
00C15FC7;FX_SUV_Dash;dxt1;512;512;4;1aba8;2a800;none;0;0
00C15FC7;FX_IGC_25_SUVHeadlight;dxt1;64;64;4;45438;aa0;none;0;0
00C15FC7;FX_IT_SnowFlake;rgba;32;32;4;45f68;1540;none;0;0
00C15FC7;FX_IT_Skydome_b;dxt1;32;256;4;47538;1580;none;0;0
00C15FC7;FX_SUV_NumberPlate;dxt1;64;128;4;48b48;1540;none;0;0
00C15FC7;fx_SUV_Windcreen_snow;rgb5a3;256;256;4;4a118;2a800;none;0;0
00C2612A;EN_FT_OpaqueIce_A_Refract;dxt1;256;256;4;f8;aa00;none;0;0
00C2612A;EN_FT_OpaqueIce_EnvMap;dxt1;256;256;4;ac08;aa00;none;0;0
00C2612A;EN_FT_OpaqueIce_A_Mask;dxt1;512;512;4;15698;2a800;none;0;0
00C2612A;EN_FT_OpaqueIce_A_Diff_2;dxt1;256;256;4;3ff28;aa00;none;0;0
00C2612A;EN_DT_lockeddoor;dxt1;256;512;4;4a9b8;15400;none;0;0
00C2612A;EN_FT_plankbottom;dxt1;256;64;4;5fe48;2a80;none;0;0
00C2612A;EN_IT_Grave_tree;rgba;128;128;4;62958;15400;none;0;0
00C2612A;EN_FT_bark;dxt1;64;256;4;77de8;2a80;none;0;0
00C2612A;EN_FT_OpaqueIce_A_Refract_sm;dxt1;128;128;4;7a8f8;2a80;none;0;0
00C2612A;EN_FT_OpaqueIce01_EnvMap;dxt1;256;256;4;7d408;aa00;none;0;0
00C2612A;EN_FT_OpaqueIce_A_Mask_sm;dxt1;128;128;4;87f18;2a80;none;0;0
00C2612A;EN_FT_OpaqueIce_A_Diff_2_sm;dxt1;128;128;4;8aa28;2a80;none;0;0
00C2612A;EN_IT_LoungeWindow_outs;dxt1;128;256;4;8d538;5500;none;0;0
00C2612A;EN_FT_floor5a;dxt1;512;256;4;92ac8;15400;none;0;0
00C2612A;EN_IT_pack;dxt1;256;128;4;a7f58;5500;none;0;0
00C2612A;EN_IT_metalcontainer;dxt1;128;128;4;ad4e8;2a80;none;0;0
00C2612A;EN_FT_rust01;dxt1;128;128;4;afff8;2a80;none;0;0
00C2612A;EN_IT_RSA_FrozenBrickWall_sm;dxt1;256;256;4;b2b08;aa00;none;0;0
00C2612A;EN_FT_wall11;dxt1;512;256;4;bd598;15400;none;0;0
00C2612A;EN_FT_dumpster_3;dxt1;256;256;4;d2a28;aa00;none;0;0
00C2612A;EN_FT_fence_concrete;dxt1;512;512;4;dd4b8;2a800;none;0;0
00C2612A;EN_FT_frozenwindow;dxt1;128;256;4;107dc8;5500;none;0;0
00C2612A;EN_FT_floor1bblend_2d_NM;dxt1;512;512;4;10d358;2a800;none;0;0
00C2612A;EN_FT_floor1bblend_2d_Mask;dxt1;512;512;4;137be8;2a800;none;0;0
00C2612A;EN_FT_floor1bblend_2;dxt1;512;512;4;1624f8;2a800;none;0;0
00C2612A;EN_FT_MG_wall;dxt1;256;256;4;18cd88;aa00;none;0;0
00C2612A;EN_FT_brickice2;dxt1;256;256;4;197818;aa00;none;0;0
00C2612A;EN_FT_wood01_3;dxt1;256;128;4;1a22a8;5500;none;0;0
00C2612A;EN_FT_Plobby_wall4_blue;dxt1;512;512;4;1a7838;2a800;none;0;0
00C2612A;EN_FT_wall10_2;dxt1;256;256;4;1d2148;aa00;none;0;0
00C2612A;EN_FT_metal3;dxt1;128;32;4;1dcbd8;ac0;none;0;0
00C2612A;EN_FT_plank;dxt1;512;512;4;1dd728;2a800;none;0;0
00C2612A;EN_FT_groundarg42;dxt1;512;256;4;207fb8;15400;none;0;0
00C2612A;EN_FT_groundarg4;dxt1;512;256;4;21d448;15400;none;0;0
00C2612A;EN_FT_wood01icepaint_2;dxt1;256;256;4;2328d8;aa00;none;0;0
00C2612A;EN_FT_woodgreen;dxt1;256;128;4;23d368;5500;none;0;0
00C2612A;EN_FT_groundarg3_2sm;dxt1;256;256;4;2428f8;aa00;none;0;0
011BB847;EN_FT_OpaqueIce_A_Refract_sm;dxt1;128;128;4;f8;2a80;none;0;0
011BB847;EN_WF_EnvMap_sm;dxt1;128;128;4;2c08;2a80;none;0;0
011BB847;EN_FT_OpaqueIce_A_Mask_sm;dxt1;128;128;4;5718;2a80;none;0;0
011BB847;EN_FT_OpaqueIce_A_Diff_2_sm;dxt1;128;128;4;8228;2a80;none;0;0
011BB847;EN_FT_floor1bblend_2d_NM;dxt1;512;512;4;ad38;2a800;none;0;0
011BB847;EN_FT_OpaqueIce01_EnvMap_2_d;dxt1;256;256;4;355c8;aa00;none;0;0
015437A1;EN_DT_GR_GLPS2__PSY2of3;dxt1;512;512;4;f8;2a800;none;0;0
016F9D2A;PR_EN_IceWall_Nrm;rgba;256;256;4;f8;55000;none;0;0
016F9D2A;EN_IT_ES_darkness;dxt1;32;32;4;55208;2c0;none;0;0
016F9D2A;EN_IT_LobbyWall_3C;dxt1;512;256;4;55558;15400;none;0;0
016F9D2A;EN_IT_WetRoom_HighTile_LH;dxt1;512;512;4;6a9e8;2a800;none;0;0
016F9D2A;EN_IT_WetRoom_HighTile;dxt1;512;512;4;95278;2a800;none;0;0
016F9D2A;EN_IT_WetRoom_LowTile;dxt1;512;512;4;bfb88;2a800;none;0;0
016F9D2A;EN_IT_WetRoom_LowTile_RH;dxt1;512;512;4;ea418;2a800;none;0;0
016F9D2A;EN_IT_WetRoom_LowTile_LH;dxt1;512;512;4;114ca8;2a800;none;0;0
016F9D2A;EN_IT_WetRoom_HighTile_RH;dxt1;512;512;4;13f5b8;2a800;none;0;0
016F9D2A;EN_FT_OpaqueIce01_EnvMap_3;dxt1;256;256;4;169e48;aa00;none;0;0
016F9D2A;EN_FT_pool_floor_mask;dxt1;512;512;4;1748d8;2a800;none;0;0
016F9D2A;EN_FT_pool_floor;dxt1;512;512;4;19f1e8;2a800;none;0;0
016F9D2A;EN_FT_fireexitsign02;dxt1;128;64;4;1c9a78;1540;none;0;0
016F9D2A;EN_FT_pool_floor_ref;dxt1;512;512;4;1cb048;2a800;none;0;0
017AE451;EN_FT_fence_2;dxt1;512;512;4;f8;2a800;none;0;0
017AE451;EN_IT_concrete;dxt1;512;512;4;2a988;2a800;none;0;0
017AE451;EN_FT_wall09;dxt1;256;128;4;55298;5500;none;0;0
017AE451;EN_FT_rooftile;dxt1;256;128;4;5a828;5500;none;0;0
017AE451;EN_FT_wall13;dxt1;512;256;4;5fdb8;15400;none;0;0
017AE451;EN_FT_pavingbroken_2_d;dxt1;256;256;4;75248;aa00;none;0;0
017AE451;EN_IT_RSA_FrozenConcreteWall;dxt1;512;512;4;7fcd8;2a800;none;0;0
017AE451;EN_FT_wallforhouse2;dxt1;256;256;4;aa568;aa00;none;0;0
017AE451;EN_FT_walledge;dxt1;256;128;4;b5078;5500;none;0;0
017AE451;EN_IT_SW_metalPart;dxt1;256;256;4;ba608;aa00;none;0;0
017AE451;EN_IT_RSA_FarBuilding;dxt1;256;512;4;c5098;15400;none;0;0
017AE451;PR_EN_IceWallSmall_Nrm;rgba;256;256;4;da528;55000;none;0;0
017AE451;PR_EN_IceWall2_Nrm;rgba;256;256;4;12f638;55000;none;0;0
017AE451;PR_EN_IceBlock1_Nrm;rgba;256;256;4;184748;55000;none;0;0
017AE451;FX_IT_Skydome_alpha_01;rgb5a3;512;512;4;1d9858;aa000;none;0;0
017AE451;FX_IT_Skydome_b;dxt1;32;256;4;283968;1580;none;0;0
017AE451;PR_EN_IceStalagtite2_Nrm;rgba;256;256;4;284ff8;55000;none;0;0
017AE451;PR_EN_IceCorner_Diff;rgb5a3;256;256;4;2da088;2a800;none;0;0
017AE451;EN_FT_OpaqueIce01_EnvMap_2_d;dxt1;256;256;4;304998;aa00;none;0;0
017AE451;EN_ITF_Door_Emmisive_Edge;rgb5a3;64;512;4;30f428;15400;none;0;0
017AE451;PR_EN_IceCorner_EnvMap;rgba;128;128;4;3248b8;15400;none;0;0
017AE451;PR_EN_Ice_a_Trans;dxt1;256;256;4;339d48;aa00;none;0;0
017AE451;PR_EN_Ice_a_Diff;dxt1;256;256;4;3447d8;aa00;none;0;0
017AE451;EN_ITF_Door_Emmisive;dxt1;256;512;4;34f268;15400;none;0;0
017AE451;EN_FT_door;dxt1;256;512;4;3646f8;15400;none;0;0
019B6926;PR_CJ3_JO_Snow;dxt1;256;256;4;f8;aa00;none;0;0
019B6926;FX_EN_RandomDistort;dxt1;128;128;4;ab88;2a80;none;0;0
019B6926;FX_ST_Water1_Spec;dxt1;512;512;4;d718;2a800;none;0;0
019B6926;FX_ST_Water1_Distort;dxt1;512;512;4;37fa8;2a800;none;0;0
019B6926;FX_ST_Water1_Reflect_brown;dxt1;512;512;4;62838;2a800;none;0;0
019B6926;PR_WO_bark03;dxt1;256;256;4;8d148;aa00;none;0;0
019B6926;PR_WO_Grass;rgba;128;128;4;97bd8;15400;none;0;0
019B6926;EN_WO_BL_Branch_F;rgba;128;128;4;ad068;15400;none;0;0
019B6926;EN_WO_BHH_Tree03;dxt1;128;256;4;c24f8;5500;none;0;0
019B6926;EN_ME_WritersPen_InGame;dxt1;256;256;4;c7a88;aa00;none;0;0
019B6926;FX_WiperBlades;dxt1;128;32;4;d2518;ac0;none;0;0
019B6926;FX_IGC_01_Snow;dxt1;256;256;4;d3068;aa00;none;0;0
019B6926;FX_Johns_Car_DashLightsbmp;dxt1;256;128;4;ddaf8;5500;none;0;0
019B6926;FX_IT_Skydome_alpha_01;rgb5a3;512;512;4;e3108;aa000;none;0;0
019B6926;EN_CJ3_JO_wire;rgba;64;32;4;18d218;2a80;none;0;0
019B6926;EN_CJ3_JO_Mountain;dxt1;256;256;4;18fd28;aa00;none;0;0
019B6926;EN_CJ3_JO_Snowpathsplit;dxt1;128;128;4;19a7b8;2a80;none;0;0
019B6926;EN_CJ3_JO_Mudside;dxt1;128;64;4;19d2c8;1540;none;0;0
019B6926;EN_CJ3_JO_searoad;dxt1;256;256;4;19e898;aa00;none;0;0
019B6926;EN_CJ3_JO_road_2;dxt1;256;256;4;1a9328;aa00;none;0;0
019B6926;EN_CJ3_JO_road_1;dxt1;256;256;4;1b3db8;aa00;none;0;0
019B6926;EN_CJ3_JO_Snowtrack;dxt1;256;256;4;1be848;aa00;none;0;0
019B6926;EN_CJ3_JO_seaground;dxt1;256;256;4;1c92d8;aa00;none;0;0
019B6926;EN_CJ3_JO_Curb;dxt1;128;32;4;1d3d68;ac0;none;0;0
019B6926;EN_CJ3_JO_snowpath;dxt1;128;128;4;1d48b8;2a80;none;0;0
019B6926;EN_CJ3_JO_Bri;dxt1;128;128;4;1d73c8;2a80;none;0;0
019B6926;EN_CJ3_JO_ConcreteWall;dxt1;256;256;4;1d9ed8;aa00;none;0;0
019B6926;EN_CJ3_JO_floor_snow;dxt1;256;256;4;1e4968;aa00;none;0;0
019B6926;EN_CJ3_JO_floor;dxt1;512;512;4;1ef478;2a800;none;0;0
019B6926;EN_CJ3_JO_floor_02;dxt1;512;512;4;219d08;2a800;none;0;0
019B6926;EN_CJ3_JO_Wall_stain_not;dxt1;512;512;4;244598;2a800;none;0;0
019B6926;EN_CJ3_JO_Wall_drain;dxt1;256;64;4;26eea8;2a80;none;0;0
019B6926;EN_CJ3_JO_Wall_stain;dxt1;512;512;4;2719b8;2a800;none;0;0
019B6926;EN_CJ3_JO_Graffiti;rgb5a3;256;128;4;29c248;15400;none;0;0
019B6926;EN_CJ3_JO_chainfence_wii;rgba;32;32;4;2b16d8;1540;none;0;0
019B6926;EN_CJ3_JO_Metalcontainer;dxt1;128;128;4;2b2ca8;2a80;none;0;0
019B6926;EN_CJ3_JO_Metalpost;dxt1;64;64;4;2b57b8;aa0;none;0;0
019B6926;EN_CJ3_JO_Streetlight;dxt1;64;64;4;2b62e8;aa0;none;0;0
019B6926;EN_CJ3_JO_sewergate;dxt1;256;128;4;2b6e18;5500;none;0;0
019B6926;EN_CJ3_JO_Gravetree;rgba;128;128;4;2bc3a8;15400;none;0;0
019B6926;EN_CJ3_JO_Snowcentre;dxt1;256;256;4;2d18b8;aa00;none;0;0
019B6926;EN_CJ3_JO_concrete_end;dxt1;256;256;4;2dc348;aa00;none;0;0
019B6926;EN_CJ3_JO_BrokenConcreteWall;dxt1;256;256;4;2e6dd8;aa00;none;0;0
019B6926;EN_CJ3_JO_lightrust;dxt1;256;256;4;2f1868;aa00;none;0;0
019B6926;EN_CJ3_JO_rust;dxt1;128;128;4;2fc2f8;2a80;none;0;0
019B6926;EN_CJ3_JO_RustyIron;dxt1;128;128;4;2fee08;2a80;none;0;0
019B6926;EN_CJ3_JO_Conduit;dxt1;128;512;4;301918;aa00;none;0;0
019B6926;EN_CJ3_JO_Sign06;dxt1;64;32;4;30c3a8;560;none;0;0
019B6926;EN_CJ3_JO_Tunnel02;dxt1;64;256;4;30c998;2a80;none;0;0
